season,team,conf,division,games,wins,true_wins,losses,ties,pf,pa,pd,win_pct,div_pct,conf_pct,MOV,SOS,SRS,OSRS,DSRS,sov,sos,div_rank,div_tie_broken_by,conf_rank,conf_tie_broken_by
2013,CHI,NFC,NFC North,16,8,8,8,0,445,478,-33,0.5,0.3333333333333333,0.3333333333333333,-2.0625,-2.0669589245240196,-4.12945892452402,2.9721766284020275,-7.101635552926047,0.46875,0.46484375,2,NA,8,Head-To-Head Sweep (2)
2013,CIN,AFC,AFC North,16,11,11,5,0,430,305,125,0.6875,0.5,0.6666666666666666,7.8125,-2.46231282818107,5.350187171818931,2.319072357822242,3.031114813996689,0.4943181818181818,0.48046875,1,NA,3,Head-To-Head Sweep (2)
2013,CLE,AFC,AFC North,16,4,4,12,0,308,406,-98,0.25,0.3333333333333333,0.25,-6.125,-1.564396161500942,-7.689396161500943,-4.826463356470991,-2.862932805029952,0.4765625,0.515625,4,NA,15,NA
2013,DAL,NFC,NFC East,16,8,8,8,0,439,432,7,0.5,0.8333333333333334,0.5833333333333334,0.4375,-1.1265395250279868,-0.6890395250279867,2.6725445097833758,-3.3615840348113624,0.36328125,0.484375,2,NA,9,NA
2013,DEN,AFC,AFC West,16,13,13,3,0,606,399,207,0.8125,0.8333333333333334,0.75,12.9375,-1.5674115106371243,11.370088489362876,14.099116847705735,-2.729028358342859,0.4230769230769231,0.46875,1,NA,1,NA
2013,DET,NFC,NFC North,16,7,7,9,0,395,376,19,0.4375,0.6666666666666666,0.5,1.1875,-2.8291117023463626,-1.6416117023463626,-1.1562955938198913,-0.4853161085264712,0.4017857142857143,0.45703125,3,NA,11,Conference Win PCT (2)
2013,GB,NFC,NFC North,16,8.5,8,7,1,417,428,-11,0.53125,0.5833333333333334,0.5416666666666666,-0.6875,-2.4207783689540943,-3.1082783689540943,0.5315020252620457,-3.6397803942161397,0.37109375,0.453125,1,NA,4,NA
2013,HOU,AFC,AFC South,16,2,2,14,0,276,428,-152,0.125,0.16666666666666666,0.16666666666666666,-9.5,1.9149243447708335,-7.585075655229167,-4.980160280488661,-2.6049153747405054,0.5,0.55859375,4,NA,16,NA
2013,IND,AFC,AFC South,16,11,11,5,0,391,336,55,0.6875,1,0.75,3.4375,0.5972160114347709,4.034716011434771,1.7371016242977988,2.297614387136972,0.44886363636363635,0.484375,1,NA,4,NA
2013,JAX,AFC,AFC South,16,4,4,12,0,247,449,-202,0.25,0.5,0.3333333333333333,-12.625,1.5256882336435331,-11.099311766356466,-7.092561074107381,-4.006750692249086,0.234375,0.50390625,3,NA,14,Head-To-Head Sweep (2)
2013,KC,AFC,AFC West,16,11,11,5,0,430,305,125,0.6875,0.3333333333333333,0.5833333333333334,7.8125,-1.734425399542202,6.078074600457798,1.74068430805527,4.337390292402528,0.3352272727272727,0.4453125,2,NA,5,NA
2013,LA,NFC,NFC West,16,7,7,9,0,348,364,-16,0.4375,0.16666666666666666,0.3333333333333333,-1,3.220944667257329,2.2209446672573288,0.4134761691524854,1.8074684981048432,0.44642857142857145,0.55078125,4,NA,12,NA
2013,LAC,AFC,AFC West,16,9,9,7,0,396,348,48,0.5625,0.6666666666666666,0.5,3,-0.34345317730651875,2.656546822693481,0.5068549429683862,2.149691879725095,0.5486111111111112,0.49609375,3,NA,6,NA
2013,LV,AFC,AFC West,16,4,4,12,0,322,453,-131,0.25,0.16666666666666666,0.3333333333333333,-8.1875,0.20238015603736476,-7.985119843962635,-3.7909129141704088,-4.194206929792227,0.359375,0.5234375,4,NA,13,Head-To-Head Sweep (2)
2013,MIA,AFC,AFC East,16,8,8,8,0,317,335,-18,0.5,0.3333333333333333,0.5833333333333334,-1.125,0.2866896567954327,-0.8383103432045675,-2.896351986554645,2.0580416433500774,0.5234375,0.5234375,3,Division Win PCT (2),10,Division Tiebreaker
2013,MIN,NFC,NFC North,16,5.5,5,10,1,391,480,-89,0.34375,0.4166666666666667,0.375,-5.5625,-1.0527228133457878,-6.615222813345787,0.23636313638285789,-6.851585949728645,0.45,0.51171875,4,NA,13,NA
2013,NE,AFC,AFC East,16,12,12,4,0,444,338,106,0.75,0.6666666666666666,0.75,6.625,-0.7358797876517408,5.889120212348259,4.51535436267626,1.373765849671999,0.4270833333333333,0.47265625,1,NA,2,NA
2013,NO,NFC,NFC South,16,11,11,5,0,414,304,110,0.6875,0.8333333333333334,0.75,6.875,1.8944141195520632,8.769414119552064,3.759500754128329,5.009913365423735,0.45454545454545453,0.515625,2,NA,6,NA
2013,NYG,NFC,NFC East,16,7,7,9,0,294,383,-89,0.4375,0.5,0.5,-5.5625,0.16547436392802295,-5.3970256360719775,-6.245808664775476,0.8487830287034983,0.36607142857142855,0.51953125,3,NA,10,Head-To-Head Sweep (2)
2013,NYJ,AFC,AFC East,16,8,8,8,0,290,387,-97,0.5,0.5,0.4166666666666667,-6.0625,-0.02303256543733974,-6.085532565437339,-4.7349928595745805,-1.3505397058627588,0.4140625,0.48828125,2,Division Win PCT (2),9,Division Tiebreaker
2013,PHI,NFC,NFC East,16,10,10,6,0,442,382,60,0.625,0.6666666666666666,0.75,3.75,-1.8956367472947742,1.8543632527052258,2.3218500653392344,-0.4674868126340086,0.390625,0.453125,1,NA,3,NA
2013,PIT,AFC,AFC North,16,8,8,8,0,379,370,9,0.5,0.6666666666666666,0.5,0.5625,-2.5150906059693976,-1.9525906059693974,-0.9402034358326143,-1.012387170136783,0.44140625,0.46875,2,Division Win PCT (2),7,Head-To-Head Sweep (2)
2013,SEA,NFC,NFC West,16,13,13,3,0,417,231,186,0.8125,0.6666666666666666,0.8333333333333334,11.625,1.4185141116346525,13.043514111634652,4.1145674389494316,8.928946672685221,0.44471153846153844,0.490234375,1,NA,1,NA
2013,SF,NFC,NFC West,16,12,12,4,0,406,272,134,0.75,0.8333333333333334,0.75,8.375,1.7587918894651806,10.133791889465181,3.5287539468956415,6.60503794256954,0.4140625,0.494140625,2,NA,5,NA
2013,TB,NFC,NFC South,16,4,4,12,0,288,389,-101,0.25,0.16666666666666666,0.16666666666666666,-6.3125,3.639205786263296,-2.673294213736704,-2.9265111506338792,0.25321693689717506,0.390625,0.57421875,4,Conference Win PCT (2),15,Division Tiebreaker
2013,TEN,AFC,AFC South,16,7,7,9,0,362,381,-19,0.4375,0.3333333333333333,0.5,-1.1875,0.41388267811198765,-0.7736173218880125,-0.179713851888615,-0.5939034699993975,0.375,0.50390625,2,NA,11,NA
2013,WAS,NFC,NFC East,16,3,3,13,0,334,478,-144,0.1875,0,0.08333333333333333,-9,-0.27897008056917205,-9.278970080569172,-3.8951142203407327,-5.383855860228439,0.4375,0.515625,4,NA,16,NA
2014,ARI,NFC,NFC West,16,11,11,5,0,310,299,11,0.6875,0.5,0.6666666666666666,0.6875,1.2918825563471208,1.9793825563471206,-2.4176328403845453,4.397015396731666,0.4772727272727273,0.5234375,2,NA,5,Head-To-Head Sweep (2)
2014,ATL,NFC,NFC South,16,6,6,10,0,381,417,-36,0.375,0.8333333333333334,0.5,-2.25,-1.5960406535655067,-3.846040653565507,0.5518791308316999,-4.397919784397207,0.3802083333333333,0.482421875,3,NA,12,Conference Win PCT (2)
2014,BAL,AFC,AFC North,16,10,10,6,0,409,302,107,0.625,0.5,0.5,6.6875,-2.07490673636622,4.61259326363378,1.8424538801073795,2.7701393835264003,0.378125,0.474609375,3,NA,6,NA
2014,BUF,AFC,AFC East,16,9,9,7,0,343,289,54,0.5625,0.6666666666666666,0.4166666666666667,3.375,1.5497824532372653,4.924782453237265,-0.3912184214479485,5.316000874685214,0.4861111111111111,0.515625,2,NA,10,NA
2014,CAR,NFC,NFC South,16,7.5,7,8,1,339,374,-35,0.46875,0.6666666666666666,0.5,-2.1875,-0.8713878758772247,-3.058887875877225,-2.3822974565225152,-0.6765904193547096,0.35714285714285715,0.490234375,1,NA,4,NA
2014,CHI,NFC,NFC North,16,5,5,11,0,319,442,-123,0.3125,0.16666666666666666,0.3333333333333333,-7.6875,0.974984503490751,-6.7125154965092495,-2.0348794365676643,-4.677636059941586,0.3375,0.529296875,4,NA,14,NA
2014,CIN,AFC,AFC North,16,10.5,10,5,1,365,344,21,0.65625,0.5,0.5833333333333334,1.3125,-0.5825456253293276,0.7299543746706724,-0.5259488977099318,1.2559032723806043,0.425,0.498046875,2,NA,5,NA
2014,CLE,AFC,AFC North,16,7,7,9,0,299,337,-38,0.4375,0.3333333333333333,0.3333333333333333,-2.375,-1.5391428473005297,-3.9141428473005297,-4.80819096111226,0.89404811381173,0.3705357142857143,0.478515625,4,NA,12,NA
2014,DAL,NFC,NFC East,16,12,12,4,0,467,352,115,0.75,0.6666666666666666,0.6666666666666666,7.1875,-1.813170351245781,5.374329648754219,5.2825908227960925,0.09173882595812621,0.421875,0.4453125,1,NA,3,NA
2014,DEN,AFC,AFC West,16,12,12,4,0,482,354,128,0.75,1,0.8333333333333334,8,1.5804536953065789,9.580453695306579,9.171714694021185,0.40873900128539375,0.484375,0.521484375,1,NA,2,NA
2014,DET,NFC,NFC North,16,11,11,5,0,321,282,39,0.6875,0.8333333333333334,0.75,2.4375,-0.37952938522424023,2.0579706147757597,-3.1634012618114506,5.22137187658721,0.39204545454545453,0.470703125,2,NA,6,NA
2014,GB,NFC,NFC North,16,12,12,4,0,486,348,138,0.75,0.8333333333333334,0.75,8.625,-0.335432163091511,8.289567836908489,7.910358658770839,0.37920917813764987,0.4401041666666667,0.482421875,1,NA,2,Conference Win PCT (2)
2014,HOU,AFC,AFC South,16,9,9,7,0,372,307,65,0.5625,0.6666666666666666,0.6666666666666666,4.0625,-2.328957689352209,1.733542310647791,-0.7746498928087278,2.5081922034565185,0.2986111111111111,0.447265625,2,NA,7,Conference Win PCT (2)
2014,IND,AFC,AFC South,16,11,11,5,0,458,369,89,0.6875,1,0.75,5.5625,-1.1293049118254521,4.433195088174548,5.213941376942804,-0.7807462887682561,0.3721590909090909,0.478515625,1,NA,4,NA
2014,JAX,AFC,AFC South,16,3,3,13,0,249,412,-163,0.1875,0.16666666666666666,0.16666666666666666,-10.1875,-0.2744438006401305,-10.46194380064013,-7.806544734128775,-2.6553990665113547,0.3125,0.513671875,3,NA,14,Common Games Win PCT (2)
2014,KC,AFC,AFC West,16,9,9,7,0,353,281,72,0.5625,0.5,0.5833333333333334,4.5,1.148856473009417,5.648856473009417,-0.015438083637022704,5.664294556646439,0.5,0.51171875,2,Head-To-Head Win PCT (2),8,Head-To-Head Sweep (2)
2014,LA,NFC,NFC West,16,6,6,10,0,324,354,-30,0.375,0.3333333333333333,0.3333333333333333,-1.875,1.0404936674553225,-0.8345063325446774,-1.2300832372562662,0.3955769047115888,0.4270833333333333,0.53125,4,NA,13,NA
2014,LAC,AFC,AFC West,16,9,9,7,0,348,348,0,0.5625,0.3333333333333333,0.5,0,1.8575370285656976,1.8575370285656976,0.6778158844578432,1.1797211441078543,0.4027777777777778,0.51171875,3,Head-To-Head Win PCT (2),9,Head-To-Head Sweep (2)
2014,LV,AFC,AFC West,16,3,3,13,0,253,452,-199,0.1875,0.16666666666666666,0.16666666666666666,-12.4375,3.443300917277778,-8.994199082722222,-4.322828956862204,-4.671370125860018,0.5416666666666666,0.5703125,4,NA,15,NA
2014,MIA,AFC,AFC East,16,8,8,8,0,388,373,15,0.5,0.5,0.5,0.9375,1.616796342302957,2.554296342302957,2.926886737332412,-0.3725903950294551,0.40625,0.51171875,3,NA,11,NA
2014,MIN,NFC,NFC North,16,7,7,9,0,325,343,-18,0.4375,0.16666666666666666,0.5,-1.125,-0.5309182741102183,-1.6559182741102183,-2.788946896685763,1.1330286225755448,0.3080357142857143,0.474609375,3,NA,10,NA
2014,NE,AFC,AFC East,16,12,12,4,0,468,313,155,0.75,0.6666666666666666,0.75,9.6875,1.2563796757105052,10.943879675710505,7.468404594514803,3.475475081195702,0.4869791666666667,0.513671875,1,NA,1,Head-To-Head Sweep (2)
2014,NO,NFC,NFC South,16,7,7,9,0,401,424,-23,0.4375,0.5,0.5,-1.4375,-1.456804542628289,-2.8943045426282894,1.8629406386151726,-4.757245181243462,0.41517857142857145,0.486328125,2,NA,9,Head-To-Head Sweep (2)
2014,NYG,NFC,NFC East,16,6,6,10,0,380,400,-20,0.375,0.3333333333333333,0.3333333333333333,-1.25,-0.4412953514196788,-1.691295351419679,0.8104182035954355,-2.5017135550151144,0.3229166666666667,0.51171875,3,NA,11,Head-To-Head Sweep (3)
2014,NYJ,AFC,AFC East,16,4,4,12,0,283,401,-118,0.25,0.16666666666666666,0.3333333333333333,-7.375,2.3317268978577825,-5.0432731021422175,-3.9965259609211867,-1.0467471412210307,0.375,0.54296875,4,NA,13,NA
2014,PHI,NFC,NFC East,16,10,10,6,0,474,400,74,0.625,0.6666666666666666,0.5,4.625,-0.7041425735524072,3.9208574264475926,6.642908283013144,-2.7220508565655512,0.415625,0.490234375,2,NA,7,NA
2014,PIT,AFC,AFC North,16,11,11,5,0,436,368,68,0.6875,0.6666666666666666,0.75,4.25,-2.0155317363654923,2.2344682636345077,4.382930070424468,-2.1484618067899603,0.48579545454545453,0.451171875,1,NA,3,Head-To-Head Sweep (2)
2014,SEA,NFC,NFC West,16,12,12,4,0,394,254,140,0.75,0.8333333333333334,0.8333333333333334,8.75,0.7859797786588377,9.535979778658838,2.4227937469696714,7.113186031689167,0.5130208333333334,0.525390625,1,NA,1,Conference Win PCT (3)
2014,SF,NFC,NFC West,16,8,8,8,0,306,340,-34,0.5,0.3333333333333333,0.5833333333333334,-2.125,1.170007556521014,-0.954992443478986,-3.016888792612461,2.061896349133475,0.5078125,0.52734375,3,NA,8,NA
2014,TB,NFC,NFC South,16,2,2,14,0,277,410,-133,0.125,0,0.08333333333333333,-8.3125,-1.4696517646737082,-9.782151764673708,-6.470491900868007,-3.3116598638057013,0.46875,0.486328125,4,NA,16,NA
2014,TEN,AFC,AFC South,16,2,2,14,0,254,438,-184,0.125,0.16666666666666666,0.16666666666666666,-11.5,-0.3400688006394027,-11.840068800639402,-6.9803542580974,-4.859714542542003,0.375,0.505859375,4,NA,16,NA
2014,WAS,NFC,NFC East,16,4,4,12,0,301,438,-137,0.25,0.3333333333333333,0.16666666666666666,-8.5625,-0.1649064625337011,-8.7274064625337,-4.041714732958824,-4.685691729574876,0.421875,0.49609375,4,NA,15,NA
2015,ARI,NFC,NFC West,16,13,13,3,0,489,313,176,0.8125,0.6666666666666666,0.8333333333333334,11,1.3111437968556274,12.311143796855628,8.961596798055458,3.34954699880017,0.4567307692307692,0.4765625,1,NA,2,NA
2015,ATL,NFC,NFC South,16,8,8,8,0,339,345,-6,0.5,0.16666666666666666,0.4166666666666667,-0.375,-3.4071507424577083,-3.7821507424577083,-4.042389101464954,0.26023835900724546,0.453125,0.48046875,2,NA,7,NA
2015,BAL,AFC,AFC North,16,5,5,11,0,328,401,-73,0.3125,0.5,0.3333333333333333,-4.5625,2.616872964686448,-1.9456270353135519,-0.7115430774642065,-1.2340839578493452,0.425,0.5078125,3,NA,13,NA
2015,BUF,AFC,AFC East,16,8,8,8,0,379,359,20,0.5,0.6666666666666666,0.5833333333333334,1.25,-1.2177410190924634,0.03225898090753648,0.25399663628212465,-0.22173765537458817,0.4375,0.5078125,3,NA,8,Head-To-Head Sweep (2)
2015,CAR,NFC,NFC South,16,15,15,1,0,500,308,192,0.9375,0.8333333333333334,0.9166666666666666,12,-3.874511853568819,8.12548814643118,6.0490791525033,2.076408993927881,0.4375,0.44140625,1,NA,1,NA
2015,CHI,NFC,NFC North,16,6,6,10,0,335,397,-62,0.375,0.16666666666666666,0.25,-3.875,2.622602130197057,-1.2523978698029432,-0.05437993354344339,-1.1980179362594998,0.46875,0.546875,4,NA,13,Head-To-Head Sweep (2)
2015,CIN,AFC,AFC North,16,12,12,4,0,419,279,140,0.75,0.8333333333333334,0.75,8.75,1.8953451869086697,10.64534518690867,4.801948986027857,5.843396200880814,0.40625,0.4765625,1,NA,3,NA
2015,CLE,AFC,AFC North,16,3,3,13,0,278,432,-154,0.1875,0.16666666666666666,0.16666666666666666,-9.625,3.476942409130893,-6.148057590869107,-3.2231006171467462,-2.924956973722361,0.2708333333333333,0.53125,4,NA,15,Head-To-Head Sweep (2)
2015,DAL,NFC,NFC East,16,4,4,12,0,275,374,-99,0.25,0.5,0.25,-6.1875,-0.73701185358995,-6.92451185358995,-7.0392325358172565,0.1147206822273068,0.4375,0.53125,4,NA,16,NA
2015,DEN,AFC,AFC West,16,12,12,4,0,355,296,59,0.75,0.6666666666666666,0.6666666666666666,3.6875,2.087706298027876,5.775206298027876,0.2654861433178435,5.509720154710033,0.4791666666666667,0.5,1,NA,1,Head-To-Head Sweep (3)
2015,DET,NFC,NFC North,16,7,7,9,0,358,400,-42,0.4375,0.5,0.5,-2.625,2.3972549079748338,-0.22774509202516624,1.0379315743930637,-1.26567666641823,0.42857142857142855,0.53515625,3,NA,9,Head-To-Head Sweep (3)
2015,GB,NFC,NFC North,16,10,10,6,0,368,323,45,0.625,0.5,0.5833333333333334,2.8125,2.481629907974834,5.294129907974834,1.952514907726398,3.341615000248436,0.45,0.53125,2,NA,5,Head-To-Head Sweep (2)
2015,HOU,AFC,AFC South,16,9,9,7,0,339,313,26,0.5625,0.8333333333333334,0.5833333333333334,1.625,-2.3760743524046655,-0.7510743524046655,-3.324358342063984,2.5732839896593185,0.4097222222222222,0.49609375,1,NA,4,NA
2015,IND,AFC,AFC South,16,8,8,8,0,333,408,-75,0.5,0.6666666666666666,0.5,-4.6875,-1.9614910190713328,-6.648991019071333,-3.0538226277782705,-3.595168391293062,0.40625,0.5,2,NA,9,NA
2015,JAX,AFC,AFC South,16,5,5,11,0,376,448,-72,0.3125,0.3333333333333333,0.4166666666666667,-4.5,-3.0420465746268883,-7.542046574626888,-0.6759456436512867,-6.866100930975602,0.375,0.47265625,3,NA,12,Head-To-Head Sweep (2)
2015,KC,AFC,AFC West,16,11,11,5,0,405,287,118,0.6875,0.8333333333333334,0.8333333333333334,7.375,1.6203451869167647,8.995345186916765,3.6798710639527634,5.315474122964002,0.4318181818181818,0.49609375,2,NA,5,NA
2015,LA,NFC,NFC West,16,7,7,9,0,280,330,-50,0.4375,0.6666666666666666,0.5,-3.125,2.967046574633406,-0.15795342536659385,-3.781508360674699,3.623554935308105,0.48214285714285715,0.52734375,3,NA,8,Head-To-Head Sweep (2)
2015,LAC,AFC,AFC West,16,4,4,12,0,320,398,-78,0.25,0,0.25,-4.875,2.2238174091389875,-2.6511825908610125,-1.539970205888506,-1.1112123849725064,0.328125,0.52734375,4,NA,14,NA
2015,LV,AFC,AFC West,16,7,7,9,0,359,399,-40,0.4375,0.5,0.5833333333333334,-2.5,2.2574979646945437,-0.24250203530545653,1.3611706671273671,-1.6036727024328237,0.36607142857142855,0.51171875,3,NA,10,NA
2015,MIA,AFC,AFC East,16,6,6,10,0,310,389,-79,0.375,0.16666666666666666,0.3333333333333333,-4.9375,-1.8767687968702418,-6.814268796870242,-4.661082728797241,-2.1531860680730013,0.46875,0.46875,4,NA,11,NA
2015,MIN,NFC,NFC North,16,11,11,5,0,365,302,63,0.6875,0.8333333333333334,0.6666666666666666,3.9375,1.882324352419279,5.819824352419279,1.0896180823295727,4.730206270089706,0.44886363636363635,0.50390625,1,NA,3,NA
2015,NE,AFC,AFC East,16,12,12,4,0,465,315,150,0.75,0.6666666666666666,0.75,9.375,-2.407324352425797,6.967675647574203,5.262627588663077,1.7050480589111263,0.4479166666666667,0.47265625,1,NA,2,Common Games Win PCT (2)
2015,NO,NFC,NFC South,16,7,7,9,0,408,476,-68,0.4375,0.5,0.4166666666666667,-4.25,-2.3213868535688187,-6.571386853568819,1.0618767715509199,-7.6332636251197385,0.4017857142857143,0.50390625,3,NA,11,NA
2015,NYG,NFC,NFC East,16,6,6,10,0,420,442,-22,0.375,0.3333333333333333,0.3333333333333333,-1.375,-2.1793729647010616,-3.5543729647010616,2.5439023848176627,-6.098275349518724,0.3958333333333333,0.5,3,NA,12,Conference Win PCT (2)
2015,NYJ,AFC,AFC East,16,10,10,6,0,387,314,73,0.625,0.5,0.5833333333333334,4.5625,-3.0319771302035754,1.5305228697964246,-0.5091482049877165,2.039671074784141,0.3875,0.44140625,2,NA,7,NA
2015,PHI,NFC,NFC East,16,7,7,9,0,377,430,-53,0.4375,0.5,0.3333333333333333,-3.3125,-1.3088868535899496,-4.62138685358995,-0.597863488198209,-4.023523365391741,0.4732142857142857,0.5078125,2,NA,10,Head-To-Head Sweep (2)
2015,PIT,AFC,AFC North,16,10,10,6,0,423,319,104,0.625,0.5,0.5833333333333334,6.5,2.202984075797559,8.70298407579756,5.062167239996111,3.6408168358014485,0.4625,0.50390625,2,NA,6,Common Games Win PCT (2)
2015,SEA,NFC,NFC West,16,10,10,6,0,423,277,146,0.625,0.5,0.5833333333333334,9.125,2.2080187968556277,11.333018796855628,5.376180131388793,5.956838665466835,0.43125,0.51953125,2,NA,6,NA
2015,SF,NFC,NFC West,16,5,5,11,0,238,387,-149,0.3125,0.16666666666666666,0.3333333333333333,-9.3125,3.782324352411184,-5.530175647588816,-6.002589709881048,0.4724140622922315,0.4625,0.5390625,4,NA,15,NA
2015,TB,NFC,NFC South,16,6,6,10,0,342,417,-75,0.375,0.5,0.4166666666666667,-4.6875,-3.0224285202354864,-7.709928520235486,-3.4653553713062237,-4.244573148929263,0.40625,0.484375,4,NA,14,NA
2015,TEN,AFC,AFC South,16,3,3,13,0,299,423,-124,0.1875,0.16666666666666666,0.08333333333333333,-7.75,-2.7805882412935556,-10.530588241293556,-5.9049635007941434,-4.625624740499412,0.375,0.4921875,4,NA,16,NA
2015,WAS,NFC,NFC East,16,9,9,7,0,388,379,9,0.5625,0.6666666666666666,0.6666666666666666,0.5625,-2.489095186923284,-1.9265951869232838,-0.1727146786744005,-1.7538805082488833,0.4027777777777778,0.46484375,1,NA,4,NA
2016,ARI,NFC,NFC West,16,7.5,7,8,1,418,362,56,0.46875,0.75,0.5416666666666666,3.5,-1.9098138012917913,1.5901861987082087,2.3701215479981066,-0.7799353492898979,0.36607142857142855,0.462890625,2,NA,10,NA
2016,ATL,NFC,NFC South,16,11,11,5,0,540,406,134,0.6875,0.8333333333333334,0.75,8.375,0.10732401488197363,8.482324014881973,10.531989954736641,-2.049665939854668,0.45170454545454547,0.48046875,1,NA,2,NA
2016,BAL,AFC,AFC North,16,8,8,8,0,343,321,22,0.5,0.6666666666666666,0.5833333333333334,1.375,0.16247732166478826,1.5374773216647883,-1.0732338552612712,2.61071117692606,0.36328125,0.498046875,2,NA,9,Conference Win PCT (2)
2016,BUF,AFC,AFC East,16,7,7,9,0,399,378,21,0.4375,0.16666666666666666,0.3333333333333333,1.3125,-1.6443228841590452,-0.33182288415904515,1.8371941771301197,-2.169017061289165,0.3392857142857143,0.482421875,3,NA,11,NA
2016,CAR,NFC,NFC South,16,6,6,10,0,369,402,-33,0.375,0.16666666666666666,0.4166666666666667,-2.0625,1.0601017925680722,-1.0023982074319275,-0.20218663264958903,-0.8002115747823385,0.3541666666666667,0.517578125,4,NA,13,NA
2016,CHI,NFC,NFC North,16,3,3,13,0,279,399,-120,0.1875,0.3333333333333333,0.25,-7.5,-9.498444531014505e-4,-7.5009498444531015,-5.201480837418658,-2.2994690070344435,0.3958333333333333,0.521484375,4,NA,15,NA
2016,CIN,AFC,AFC North,16,6.5,6,9,1,325,315,10,0.40625,0.5,0.4166666666666667,0.625,0.4194217661965419,1.044421766196542,-1.4834521092901594,2.5278738754867014,0.3333333333333333,0.521484375,3,NA,12,NA
2016,CLE,AFC,AFC North,16,1,1,15,0,264,452,-188,0.0625,0,0.08333333333333333,-11.75,1.6628245436767333,-10.087175456323267,-5.211825125174332,-4.875350331148935,0.3125,0.548828125,4,NA,16,NA
2016,DAL,NFC,NFC East,16,13,13,3,0,421,306,115,0.8125,0.5,0.75,7.1875,-0.21808814657434206,6.969411853425658,4.056469304280278,2.91294254914538,0.43990384615384615,0.470703125,1,NA,1,NA
2016,DEN,AFC,AFC West,16,9,9,7,0,333,297,36,0.5625,0.3333333333333333,0.5,2.25,1.7972446574505443,4.047244657450544,-2.017356259976036,6.06460091742658,0.4548611111111111,0.548828125,3,NA,8,NA
2016,DET,NFC,NFC North,16,9,9,7,0,346,358,-12,0.5625,0.5,0.5833333333333334,-0.75,-0.647477622239608,-1.3974776222396081,-1.3365006786104041,-0.06097694362920403,0.3923611111111111,0.474609375,2,NA,6,Common Games Win PCT (2)
2016,GB,NFC,NFC North,16,10,10,6,0,432,388,44,0.625,0.8333333333333334,0.6666666666666666,2.75,0.08342515533080555,2.8334251553308056,4.870840591024714,-2.0374154356939083,0.453125,0.5078125,1,NA,4,NA
2016,HOU,AFC,AFC South,16,9,9,7,0,279,328,-49,0.5625,0.8333333333333334,0.5833333333333334,-3.0625,0.4346009048690892,-2.627899095130911,-5.303902443894859,2.6760033487639485,0.4270833333333333,0.501953125,1,Division Win PCT (2),4,NA
2016,IND,AFC,AFC South,16,8,8,8,0,411,392,19,0.5,0.5,0.4166666666666667,1.1875,-0.8213018726372949,0.3661981273627052,3.086375333905231,-2.720177206542526,0.40625,0.4921875,3,NA,10,NA
2016,JAX,AFC,AFC South,16,3,3,13,0,318,400,-82,0.1875,0.3333333333333333,0.16666666666666666,-5.125,0.15682312717862268,-4.9681768728213775,-2.6913032376062853,-2.2768736352150922,0.4166666666666667,0.52734375,4,NA,15,NA
2016,KC,AFC,AFC West,16,12,12,4,0,389,311,78,0.75,1,0.75,4.875,0.721897435499715,5.596897435499715,1.1506992956018331,4.446198139897882,0.4791666666666667,0.5078125,1,Head-To-Head Win PCT (2),2,NA
2016,LA,NFC,NFC West,16,4,4,12,0,224,394,-170,0.25,0.3333333333333333,0.25,-10.625,-0.4615499125185935,-11.086549912518594,-9.458201864821815,-1.6283480476967789,0.5,0.50390625,3,NA,14,NA
2016,LAC,AFC,AFC West,16,5,5,11,0,410,423,-13,0.3125,0.16666666666666666,0.3333333333333333,-0.8125,0.869814102192574,0.05731410219257385,3.036413581304961,-2.9790994791123873,0.5125,0.54296875,4,NA,14,NA
2016,LV,AFC,AFC West,16,12,12,4,0,416,385,31,0.75,0.5,0.75,1.9375,1.3250224353156337,3.262522435315634,3.515877866947458,-0.25335543163182406,0.4427083333333333,0.50390625,2,Head-To-Head Win PCT (2),5,NA
2016,MIA,AFC,AFC East,16,10,10,6,0,363,380,-17,0.625,0.6666666666666666,0.5833333333333334,-1.0625,-1.3384201065915402,-2.40092010659154,-0.595047886433732,-1.8058722201578083,0.340625,0.455078125,2,NA,6,NA
2016,MIN,NFC,NFC North,16,8,8,8,0,327,307,20,0.5,0.3333333333333333,0.4166666666666667,1.25,-0.3068526223552951,0.9431473776447048,-2.649447107303339,3.5925944849480436,0.45703125,0.4921875,3,NA,9,NA
2016,NE,AFC,AFC East,16,14,14,2,0,441,250,191,0.875,0.8333333333333334,0.9166666666666666,11.9375,-2.651267328516176,9.286232671483825,4.268245764371075,5.01798690711275,0.42410714285714285,0.439453125,1,NA,1,NA
2016,NO,NFC,NFC South,16,7,7,9,0,469,454,15,0.4375,0.3333333333333333,0.5,0.9375,0.605587903563499,1.543087903563499,6.794886779927315,-5.251798876363816,0.39285714285714285,0.5234375,3,NA,11,Conference Win PCT (2)
2016,NYG,NFC,NFC East,16,11,11,5,0,310,284,26,0.6875,0.6666666666666666,0.6666666666666666,1.625,0.503439631194702,2.128439631194702,-3.2293441877051188,5.35778381889982,0.45454545454545453,0.486328125,2,NA,5,NA
2016,NYJ,AFC,AFC East,16,5,5,11,0,275,409,-134,0.3125,0.3333333333333333,0.3333333333333333,-8.375,-0.14189232878757382,-8.516892328787574,-5.546635188032191,-2.9702571407553826,0.3125,0.517578125,4,NA,13,Common Games Win PCT (2)
