season,team,conf,division,games,wins,true_wins,losses,ties,pf,pa,pd,win_pct,div_pct,conf_pct,MOV,SOS,SRS,OSRS,DSRS,sov,sos,div_rank,div_tie_broken_by,conf_rank,conf_tie_broken_by
2009,LAC,AFC,AFC West,16,13,13,3,0,454,320,134,0.8125,0.8333333333333334,0.75,8.375,-1.7331422789491562,6.641857721050844,6.4449334186953795,0.19692430235546432,0.4326923076923077,0.453125,1,NA,2,NA
2009,LV,AFC,AFC West,16,5,5,11,0,197,379,-182,0.3125,0.3333333333333333,0.3333333333333333,-11.375,1.1067882761763868,-10.268211723823613,-8.66746737511403,-1.6007443487095827,0.525,0.52734375,3,NA,15,NA
2009,MIA,AFC,AFC East,16,7,7,9,0,360,390,-30,0.4375,0.6666666666666666,0.4166666666666667,-1.875,3.5585522739973308,1.6835522739973308,2.912129940474713,-1.2285776664773822,0.4642857142857143,0.55859375,3,NA,11,Head-To-Head Sweep (2)
2009,MIN,NFC,NFC North,16,12,12,4,0,470,312,158,0.75,0.8333333333333334,0.75,9.875,-2.7082334500226772,7.166766549977323,6.571122918760005,0.5956436312173183,0.4114583333333333,0.44140625,1,NA,2,NA
2009,NE,AFC,AFC East,16,10,10,6,0,427,285,142,0.625,0.6666666666666666,0.5833333333333334,8.875,2.334593940936846,11.209593940936847,6.718677559602368,4.490916381334479,0.45,0.515625,1,NA,3,SOV (2)
2009,NO,NFC,NFC South,16,13,13,3,0,510,341,169,0.8125,0.6666666666666666,0.75,10.5625,0.19157418824793837,10.754074188247937,11.245666671878334,-0.49159248363039687,0.4182692307692308,0.42578125,1,NA,1,NA
2009,NYG,NFC,NFC East,16,8,8,8,0,402,427,-25,0.5,0.6666666666666666,0.5,-1.5625,1.6460742457097952,0.08357424570979527,4.6128542260599605,-4.529279980350165,0.3984375,0.53515625,3,NA,10,NA
2009,NYJ,AFC,AFC East,16,9,9,7,0,348,236,112,0.5625,0.3333333333333333,0.5833333333333334,7,1.5762606077606738,8.576260607760673,1.1207608930142823,7.4554997147463915,0.5069444444444444,0.515625,2,NA,5,Common Games Win PCT (2)
2009,PHI,NFC,NFC East,16,11,11,5,0,429,337,92,0.6875,0.6666666666666666,0.75,5.75,0.23808813485698166,5.988088134856982,5.755959384815587,0.23212875004139466,0.4034090909090909,0.484375,2,Head-To-Head Win PCT (2),6,NA
2009,PIT,AFC,AFC North,16,9,9,7,0,368,324,44,0.5625,0.3333333333333333,0.5,2.75,-1.0641156840451995,1.6858843159548005,0.9775354217616494,0.7083488941931511,0.5208333333333334,0.48828125,3,Division Win PCT (2),8,NA
2009,SEA,NFC,NFC West,16,5,5,11,0,280,390,-110,0.3125,0.5,0.3333333333333333,-6.875,-2.4311358357543353,-9.306135835754336,-4.9506594693816135,-4.355476366372723,0.2375,0.4765625,3,NA,12,NA
2009,SF,NFC,NFC West,16,8,8,8,0,330,281,49,0.5,0.8333333333333334,0.5833333333333334,3.0625,-3.006830280364667,0.055669719635333015,-2.9379114534011537,2.9935811730364867,0.3359375,0.4765625,2,NA,9,Conference Win PCT (2)
2009,TB,NFC,NFC South,16,3,3,13,0,244,400,-156,0.1875,0.16666666666666666,0.25,-9.75,4.107893632189608,-5.642106367810392,-4.5777956298033144,-1.0643107380070775,0.6041666666666666,0.5546875,4,NA,14,NA
2009,TEN,AFC,AFC South,16,8,8,8,0,354,402,-48,0.5,0.3333333333333333,0.3333333333333333,-3,0.23869043020796304,-2.7613095697920373,0.8528851258141695,-3.6141946956062068,0.4140625,0.5390625,3,NA,10,NA
2009,WAS,NFC,NFC East,16,4,4,12,0,266,336,-70,0.25,0,0.16666666666666666,-4.375,-0.1914257536950339,-4.566425753695034,-5.519437440379451,0.9530116866844169,0.265625,0.4921875,4,NA,13,NA
2010,ARI,NFC,NFC West,16,5,5,11,0,289,434,-145,0.3125,0.16666666666666666,0.25,-9.0625,-3.599747212524666,-12.662247212524667,-5.551604011317615,-7.110643201207052,0.45,0.46484375,4,NA,15,NA
2010,ATL,NFC,NFC South,16,13,13,3,0,414,288,126,0.8125,0.8333333333333334,0.8333333333333334,7.875,-1.7871933536524869,6.087806646347513,3.83906776527611,2.248738881071403,0.4375,0.484375,1,NA,1,NA
2010,BAL,AFC,AFC North,16,12,12,4,0,357,270,87,0.75,0.6666666666666666,0.75,5.4375,1.0041781088000572,6.441678108800057,0.9385354613320489,5.5031426474680085,0.421875,0.484375,2,Division Win PCT (2),5,NA
2010,BUF,AFC,AFC East,16,4,4,12,0,283,425,-142,0.25,0.16666666666666666,0.25,-8.875,4.264320857219705,-4.610679142780296,-1.5495138571588196,-3.0611652856214766,0.34375,0.578125,4,NA,15,Head-To-Head Sweep (2)
2010,CAR,NFC,NFC South,16,2,2,14,0,196,408,-212,0.125,0,0.16666666666666666,-13.25,0.06384831306493002,-13.18615168693507,-9.093670329944342,-4.092481356990728,0.34375,0.57421875,4,NA,16,NA
2010,CHI,NFC,NFC North,16,11,11,5,0,334,286,48,0.6875,0.8333333333333334,0.6666666666666666,3,1.1108699037920178,4.110869903792017,-0.5598844216966384,4.670754325488656,0.42045454545454547,0.47265625,1,NA,2,NA
2010,CIN,AFC,AFC North,16,4,4,12,0,322,395,-73,0.25,0.3333333333333333,0.25,-4.5625,3.1402892199744694,-1.4222107800255306,0.4336743502077198,-1.8558851302332504,0.4375,0.58203125,4,NA,16,NA
2010,CLE,AFC,AFC North,16,5,5,11,0,271,332,-61,0.3125,0.16666666666666666,0.25,-3.8125,2.340636442222703,-1.4718635577772972,-3.433041919603112,1.961178361825815,0.475,0.5703125,3,NA,13,NA
2010,DAL,NFC,NFC East,16,6,6,10,0,394,436,-42,0.375,0.5,0.3333333333333333,-2.625,0.4736632333810025,-2.1513367666189978,2.529331940004083,-4.680668706623081,0.5,0.51171875,3,Division Win PCT (2),13,Division Tiebreaker
2010,DEN,AFC,AFC West,16,4,4,12,0,344,471,-127,0.25,0.16666666666666666,0.25,-7.9375,-0.970582403495379,-8.90808240349538,-1.1457459671297021,-7.762336436365677,0.453125,0.515625,4,NA,14,SOV (3)
2010,DET,NFC,NFC North,16,6,6,10,0,362,369,-7,0.375,0.3333333333333333,0.4166666666666667,-0.4375,2.3469810149886214,1.9094810149886214,2.4391235148397947,-0.5296424998511733,0.4791666666666667,0.54296875,3,Division Win PCT (2),10,Conference Win PCT (3)
2010,GB,NFC,NFC North,16,10,10,6,0,388,240,148,0.625,0.6666666666666666,0.6666666666666666,9.25,1.6876060149538787,10.937606014953879,3.0867425624479896,7.850863452505889,0.475,0.51953125,2,NA,6,SOV (3)
2010,HOU,AFC,AFC South,16,6,6,10,0,390,427,-37,0.375,0.5,0.4166666666666667,-2.3125,0.4656019776294241,-1.8468980223705758,1.834535312912331,-3.6814333352829065,0.5,0.5234375,3,Division Win PCT (2),11,Division Tiebreaker
2010,IND,AFC,AFC South,16,10,10,6,0,435,388,47,0.625,0.6666666666666666,0.6666666666666666,2.9375,-0.05939802243387643,2.8781019775661236,3.7431662653065016,-0.865064287740378,0.425,0.47265625,1,NA,3,Head-To-Head Sweep (2)
2010,JAX,AFC,AFC South,16,8,8,8,0,353,419,-66,0.5,0.5,0.5833333333333334,-4.125,-0.38821746690433245,-4.513217466904332,-1.202121433136635,-3.311096033767697,0.3828125,0.453125,2,NA,8,Head-To-Head Sweep (2)
2010,KC,AFC,AFC West,16,10,10,6,0,366,326,40,0.625,0.3333333333333333,0.5,2.5,-3.1855129591402473,-0.6855129591402473,-1.5236725544485097,0.8381595953082623,0.38125,0.4140625,1,NA,4,NA
2010,LA,NFC,NFC West,16,7,7,9,0,289,328,-39,0.4375,0.5,0.4166666666666667,-2.4375,-4.233427768084769,-6.670927768084769,-6.26539369384608,-0.40553407423868926,0.3482142857142857,0.44921875,2,Division Win PCT (2),9,NA
2010,LAC,AFC,AFC West,16,9,9,7,0,441,322,119,0.5625,0.5,0.5833333333333334,7.4375,-2.62058240355868,4.81691759644132,3.1914564138358967,1.6254611826054228,0.4097222222222222,0.45703125,2,NA,7,NA
2010,LV,AFC,AFC West,16,8,8,8,0,410,371,39,0.5,1,0.5,2.4375,-2.256346292436473,0.18115370756352675,2.3479048265057507,-2.166751118942224,0.46875,0.46875,3,NA,9,NA
2010,MIA,AFC,AFC East,16,7,7,9,0,273,333,-60,0.4375,0.3333333333333333,0.4166666666666667,-3.75,4.050431968293708,0.3004319682937084,-2.8045237777956196,3.104955746089328,0.4375,0.5390625,3,NA,10,NA
2010,MIN,NFC,NFC North,16,6,6,10,0,281,348,-67,0.375,0.16666666666666666,0.4166666666666667,-4.1875,2.5917726816507405,-1.5957273183492593,-3.2974836280061304,1.701756309656871,0.3854166666666667,0.5390625,4,Division Win PCT (2),11,Conference Win PCT (3)
2010,NE,AFC,AFC East,16,14,14,2,0,518,313,205,0.875,0.8333333333333334,0.8333333333333334,12.8125,2.5709180794159145,15.383418079415915,12.610853206302805,2.77256487311311,0.5044642857142857,0.50390625,1,NA,1,NA
2010,NO,NFC,NFC South,16,11,11,5,0,384,307,77,0.6875,0.6666666666666666,0.75,4.8125,-2.496915575904904,2.315584424095096,1.543730463666738,0.7718539604283579,0.42613636363636365,0.46875,2,NA,5,NA
2010,NYG,NFC,NFC East,16,10,10,6,0,394,347,47,0.625,0.5,0.6666666666666666,2.9375,-0.8266839889221647,2.1108160110778353,1.6875660669484946,0.4232499441293407,0.4,0.453125,2,Head-To-Head Win PCT (2),7,Common Games Win PCT (2)
2010,NYJ,AFC,AFC East,16,11,11,5,0,367,304,63,0.6875,0.6666666666666666,0.75,3.9375,2.5320291904637253,6.469529190463725,2.226825428538246,4.24270376192548,0.4090909090909091,0.4921875,2,NA,6,NA
2010,PHI,NFC,NFC East,16,10,10,6,0,439,377,62,0.625,0.6666666666666666,0.5833333333333334,3.875,0.3403299000174742,4.215329900017474,5.365939082839155,-1.1506091828216807,0.50625,0.4921875,1,Head-To-Head Win PCT (2),3,NA
2010,PIT,AFC,AFC North,16,12,12,4,0,375,232,143,0.75,0.8333333333333334,0.75,8.9375,1.279525331074484,10.217025331074485,2.486551334363262,7.730473996711223,0.4166666666666667,0.5,1,Division Win PCT (2),2,NA
2010,SEA,NFC,NFC West,16,7,7,9,0,310,407,-97,0.4375,0.6666666666666666,0.5,-6.0625,-3.3792611013326104,-9.441761101332611,-3.9350365509604397,-5.506724550372171,0.4017857142857143,0.484375,1,Division Win PCT (2),4,NA
2010,SF,NFC,NFC West,16,6,6,10,0,305,346,-41,0.375,0.6666666666666666,0.3333333333333333,-2.5625,-3.271969434716693,-5.834469434716693,-4.692774646216179,-1.141694788500514,0.375,0.48828125,3,NA,12,Common Games Win PCT (2)
2010,TB,NFC,NFC South,16,10,10,6,0,341,318,23,0.625,0.5,0.6666666666666666,1.4375,-2.019485020353896,-0.581985020353896,-0.9716465204490291,0.3896615000951331,0.34375,0.4765625,3,NA,8,NA
2010,TEN,AFC,AFC South,16,6,6,10,0,356,339,17,0.375,0.3333333333333333,0.25,1.0625,-0.04238413353389181,1.020115866466108,-0.9257821474204689,1.945898013886577,0.5,0.5078125,4,Division Win PCT (2),12,Division Tiebreaker
2010,WAS,NFC,NFC East,16,6,6,10,0,302,377,-75,0.375,0.3333333333333333,0.3333333333333333,-4.6875,0.8747049000522168,-3.8127950999477833,-3.3531085361976105,-0.4596865637501728,0.53125,0.515625,4,Division Win PCT (2),14,Division Tiebreaker
2011,ARI,NFC,NFC West,16,8,8,8,0,312,348,-36,0.5,0.6666666666666666,0.5833333333333334,-2.25,0.03537697035114452,-2.2146230296488554,-1.6746071076425104,-0.540015922006345,0.390625,0.46875,2,NA,8,Head-To-Head Sweep (2)
2011,ATL,NFC,NFC South,16,10,10,6,0,402,350,52,0.625,0.5,0.5833333333333334,3.25,0.2787420120268575,3.5287420120268576,1.8328497438376004,1.6958922681892572,0.375,0.48046875,2,NA,5,Head-To-Head Sweep (2)
2011,BAL,AFC,AFC North,16,12,12,4,0,378,266,112,0.75,1,0.75,7,-0.9027433722020752,6.0972566277979245,2.6195059207845888,3.4777507070133358,0.484375,0.4765625,1,Head-To-Head Win PCT (2),2,NA
2011,BUF,AFC,AFC East,16,6,6,10,0,372,434,-62,0.375,0.16666666666666666,0.3333333333333333,-3.875,0.5045930827754536,-3.3704069172245466,1.1529295195304399,-4.523336436754986,0.5104166666666666,0.51953125,4,Head-To-Head Win PCT (2),13,Division Tiebreaker
2011,CAR,NFC,NFC South,16,6,6,10,0,406,429,-23,0.375,0.3333333333333333,0.25,-1.4375,0.14089478980590847,-1.2966052101940913,2.5678695850742743,-3.8644747952683653,0.3125,0.50390625,3,NA,12,NA
2011,CHI,NFC,NFC North,16,8,8,8,0,353,341,12,0.5,0.5,0.5833333333333334,0.75,0.9047192721224172,1.654719272122417,-1.4635246392496895,3.1182439113721063,0.40625,0.52734375,3,NA,7,Common Games Win PCT (2)
2011,CIN,AFC,AFC North,16,9,9,7,0,344,323,21,0.5625,0.3333333333333333,0.5,1.3125,-0.8510072611253429,0.46149273887465714,0.7045257620204151,-0.24303302314575792,0.3263888888888889,0.4921875,3,NA,6,Head-To-Head Sweep (2)
2011,CLE,AFC,AFC North,16,4,4,12,0,218,307,-89,0.25,0,0.25,-5.5625,0.173298294448403,-5.389201705551597,-7.15385717447024,1.7646554689186438,0.3125,0.53125,4,NA,15,NA
2011,DAL,NFC,NFC East,16,8,8,8,0,369,347,22,0.5,0.3333333333333333,0.5,1.375,0.2516320017224308,1.6266320017224305,0.6941519377088927,0.9324800640135378,0.375,0.47265625,3,Head-To-Head Win PCT (2),10,Division Tiebreaker
2011,DEN,AFC,AFC West,16,8,8,8,0,309,390,-81,0.5,0.5,0.5,-5.0625,-0.23388064156431204,-5.296380641564312,-3.643829030859218,-1.652551610705094,0.4453125,0.51953125,1,Common Games Win PCT (3),4,NA
2011,DET,NFC,NFC North,16,10,10,6,0,474,387,87,0.625,0.5,0.5,5.4375,0.6293720499516718,6.066872049951672,6.870899963915637,-0.8040279139639646,0.39375,0.53515625,2,NA,6,NA
2011,GB,NFC,NFC North,16,15,15,1,0,560,359,201,0.9375,1,1,12.5625,-1.2067390613271496,11.35576093867285,11.46772536064293,-0.11196442197008061,0.4583333333333333,0.45703125,1,NA,1,NA
2011,HOU,AFC,AFC South,16,10,10,6,0,381,278,103,0.625,0.6666666666666666,0.6666666666666666,6.4375,-1.897119880787655,4.540380119212345,1.3635256401106177,3.176854479101727,0.4125,0.453125,1,NA,3,NA
2011,IND,AFC,AFC South,16,2,2,14,0,243,430,-187,0.125,0.3333333333333333,0.16666666666666666,-11.6875,0.4028801192498171,-11.284619880750183,-5.9582005503574464,-5.326419330392737,0.59375,0.5390625,4,NA,16,NA
2011,JAX,AFC,AFC South,16,5,5,11,0,243,329,-86,0.3125,0.5,0.3333333333333333,-5.375,-0.26482821410479873,-5.639828214104798,-7.053587455110741,1.413759241005943,0.3625,0.5,3,NA,14,NA
2011,KC,AFC,AFC West,16,7,7,9,0,212,338,-126,0.4375,0.5,0.3333333333333333,-7.875,-0.22485286384219505,-8.099852863842194,-10.185446094376687,2.085593230534492,0.4642857142857143,0.51171875,4,NA,11,NA
2011,LA,NFC,NFC West,16,2,2,14,0,193,407,-214,0.125,0,0.08333333333333333,-13.375,2.9256547482464295,-10.44934525175357,-8.376789647250835,-2.0725556045027353,0.53125,0.58984375,4,NA,16,NA
2011,LAC,AFC,AFC West,16,8,8,8,0,406,377,29,0.5,0.5,0.5833333333333334,1.8125,-0.9425611971542466,0.8699388028457535,2.688214619900417,-1.8182758170546636,0.4296875,0.515625,2,Conference Win PCT (2),9,Division Tiebreaker
2011,LV,AFC,AFC West,16,8,8,8,0,359,433,-74,0.5,0.5,0.5,-4.625,-0.29985286380472403,-4.924852863804724,0.16247057229810413,-5.087323436102828,0.4375,0.50390625,3,Conference Win PCT (2),10,Division Tiebreaker
2011,MIA,AFC,AFC East,16,6,6,10,0,329,313,16,0.375,0.5,0.4166666666666667,1,-0.05443469502051425,0.9455653049794857,-2.2471200836614433,3.192685388640929,0.4166666666666667,0.50390625,3,Head-To-Head Win PCT (2),12,Division Tiebreaker
2011,MIN,NFC,NFC North,16,3,3,13,0,340,449,-109,0.1875,0,0.25,-6.8125,1.0863164943459127,-5.726183505654087,-1.5777111472193632,-4.148472358434724,0.3958333333333333,0.55859375,4,NA,15,NA
2011,NE,AFC,AFC East,16,13,13,3,0,513,342,171,0.8125,0.8333333333333334,0.8333333333333334,10.6875,-1.4169346950579857,9.270565304942014,9.404963249663764,-0.1343979447217496,0.4230769230769231,0.44921875,1,NA,1,NA
2011,NO,NFC,NFC South,16,13,13,3,0,547,339,208,0.8125,0.8333333333333334,0.75,13,-1.6035496547560426,11.396450345243958,10.597433077063553,0.7990172681804051,0.4423076923076923,0.44140625,1,NA,3,NA
2011,NYG,NFC,NFC East,16,9,9,7,0,394,400,-6,0.5625,0.5,0.4166666666666667,-0.375,1.962743113001252,1.5877431130012525,3.0616122552673137,-1.4738691422660612,0.4652777777777778,0.51953125,1,NA,4,NA
2011,NYJ,AFC,AFC East,16,8,8,8,0,377,363,14,0.5,0.5,0.5,0.875,0.032023638296630255,0.9070236382966302,1.183385868702774,-0.2763622304061438,0.3984375,0.5,2,NA,8,Head-To-Head Sweep (2)
2011,PHI,NFC,NFC East,16,8,8,8,0,396,328,68,0.5,0.8333333333333334,0.5,4.25,0.4728125573294633,4.722812557329464,3.051394001191679,1.6714185561377848,0.3984375,0.48828125,2,Head-To-Head Win PCT (2),9,Division Tiebreaker
2011,PIT,AFC,AFC North,16,12,12,4,0,325,227,98,0.75,0.6666666666666666,0.75,6.125,-0.8392017055141265,5.285798294485874,-0.7612976506525921,6.047095945138466,0.4114583333333333,0.4921875,2,Head-To-Head Win PCT (2),5,NA
2011,SEA,NFC,NFC West,16,7,7,9,0,321,315,6,0.4375,0.5,0.5,0.375,0.4218353036857513,0.7968353036857514,-0.545738060056629,1.3425733637423805,0.4375,0.51171875,3,NA,11,NA
2011,SF,NFC,NFC West,16,13,13,3,0,380,229,151,0.8125,0.8333333333333334,0.8333333333333334,9.4375,-1.1257341408101709,8.31176585918983,1.7240040034447115,6.587761855745118,0.4182692307692308,0.44921875,1,NA,2,Conference Win PCT (2)
2011,TB,NFC,NFC South,16,4,4,12,0,287,494,-207,0.25,0.3333333333333333,0.25,-12.9375,2.3228392343005577,-10.614660765699442,-4.03907485934628,-6.5755859063531625,0.4375,0.55078125,4,NA,14,NA
2011,TEN,AFC,AFC South,16,9,9,7,0,325,317,8,0.5625,0.5,0.5833333333333334,0.5,-1.4978143252502891,-0.9978143252502889,-2.1511072964145983,1.1532929711643094,0.3958333333333333,0.4609375,2,NA,7,NA
2011,WAS,NFC,NFC East,16,5,5,11,0,288,367,-79,0.3125,0.3333333333333333,0.4166666666666667,-4.9375,0.8155208906615237,-4.1219791093384766,-4.31557028448944,0.19359117515096358,0.4375,0.4765625,4,NA,13,NA
2012,ARI,NFC,NFC West,16,5,5,11,0,250,357,-107,0.3125,0.16666666666666666,0.25,-6.6875,3.498007752420982,-3.1894922475790177,-4.811974695222808,1.6224824476437907,0.475,0.55859375,4,NA,14,NA
2012,ATL,NFC,NFC South,16,13,13,3,0,419,299,120,0.8125,0.5,0.75,7.5,-1.0603348064496225,6.439665193550377,1.9821606372039096,4.457504556346468,0.4182692307692308,0.421875,1,NA,1,NA
2012,BAL,AFC,AFC North,16,10,10,6,0,398,344,54,0.625,0.6666666666666666,0.6666666666666666,3.375,-0.46710497498817244,2.9078950250118276,1.8996020848981903,1.0082929401136373,0.4375,0.49609375,1,Division Win PCT (2),4,NA
2012,BUF,AFC,AFC East,16,6,6,10,0,344,435,-91,0.375,0.3333333333333333,0.4166666666666667,-5.6875,-0.9636235270590456,-6.651123527059045,-0.8934600150728449,-5.7576635119862,0.28125,0.48046875,4,Common Games Win PCT (2),12,Division Tiebreaker
2012,CAR,NFC,NFC South,16,7,7,9,0,357,363,-6,0.4375,0.5,0.4166666666666667,-0.375,1.1851513046614133,0.8101513046614133,-0.4624326167644057,1.272583921425819,0.4642857142857143,0.515625,2,Head-To-Head Win PCT (2),11,Division Tiebreaker
2012,CHI,NFC,NFC North,16,10,10,6,0,375,277,98,0.625,0.5,0.5833333333333334,6.125,0.8198827529413759,6.944882752941377,0.9692617770977866,5.97562097584359,0.403125,0.51171875,3,Division Win PCT (2),7,Division Tiebreaker
2012,CIN,AFC,AFC North,16,10,10,6,0,391,320,71,0.625,0.5,0.5833333333333334,4.4375,-2.3521744194325813,2.0853255805674187,1.217856053152137,0.8674695274152817,0.38125,0.4375,2,Division Win PCT (2),6,NA
2012,CLE,AFC,AFC North,16,5,5,11,0,302,368,-66,0.3125,0.3333333333333333,0.4166666666666667,-4.125,-1.1664105305437447,-5.291410530543745,-4.5564495024033915,-0.7349610281403534,0.3875,0.5078125,4,NA,13,NA
2012,DAL,NFC,NFC East,16,8,8,8,0,376,400,-24,0.5,0.5,0.4166666666666667,-1.5,1.7823735267141831,0.28237352671418303,1.4441330396689507,-1.1617595129547675,0.421875,0.5234375,3,NA,9,NA
2012,DEN,AFC,AFC West,16,13,13,3,0,481,289,192,0.8125,1,0.8333333333333334,12,-1.8976605303742755,10.102339469625724,6.326369761798167,3.7759697078275565,0.38461538461538464,0.45703125,1,NA,1,NA
2012,DET,NFC,NFC North,16,4,4,12,0,372,437,-65,0.25,0,0.25,-4.0625,1.756341086274634,-2.306158913725366,2.131315348526297,-4.437474262251663,0.3828125,0.56640625,4,NA,15,Head-To-Head Sweep (2)
2012,GB,NFC,NFC North,16,11,11,5,0,433,336,97,0.6875,0.8333333333333334,0.6666666666666666,6.0625,1.1927994196080132,7.255299419608013,4.851404634240638,2.403894785367375,0.4403409090909091,0.5078125,1,NA,3,NA
2012,HOU,AFC,AFC South,16,12,12,4,0,416,331,85,0.75,0.8333333333333334,0.8333333333333334,5.3125,-1.8420957487609655,3.4704042512390347,1.816992727088964,1.6534115241500706,0.4322916666666667,0.49609375,1,NA,3,NA
2012,IND,AFC,AFC South,16,11,11,5,0,357,387,-30,0.6875,0.6666666666666666,0.6666666666666666,-1.875,-2.837234637649838,-4.712234637649837,-1.8866779078316762,-2.825556729818161,0.4034090909090909,0.44140625,2,NA,5,NA
2012,JAX,AFC,AFC South,16,2,2,14,0,255,444,-189,0.125,0.3333333333333333,0.16666666666666666,-11.8125,-1.1479985265387789,-12.960498526538778,-8.058800923704664,-4.901697602834114,0.53125,0.5390625,4,NA,15,Conference Win PCT (2)
2012,KC,AFC,AFC West,16,2,2,14,0,211,425,-214,0.125,0,0,-13.375,-0.6108549748187365,-13.985854974818738,-10.288411984233573,-3.6974429905851647,0.4375,0.515625,4,NA,16,NA
2012,LA,NFC,NFC West,16,7.5,7,8,1,299,348,-49,0.46875,0.75,0.5416666666666666,-3.0625,3.4205771968654384,0.3580771968654382,-2.0549310444291216,2.41300824129456,0.4955357142857143,0.5390625,3,NA,10,NA
2012,LAC,AFC,AFC West,16,7,7,9,0,350,350,0,0.4375,0.6666666666666666,0.5833333333333334,0,-2.3483549748186627,-2.3483549748186627,-1.9957036509002195,-0.3526513239184432,0.2857142857142857,0.45703125,2,NA,8,Conference Win PCT (2)
2012,LV,AFC,AFC West,16,4,4,12,0,290,443,-153,0.25,0.3333333333333333,0.3333333333333333,-9.5625,-1.2688410859297954,-10.831341085929795,-4.625217539789156,-6.206123546140639,0.21875,0.46875,3,NA,14,NA
2012,MIA,AFC,AFC East,16,7,7,9,0,288,317,-29,0.4375,0.3333333333333333,0.4166666666666667,-1.8125,-0.809109638170209,-2.621609638170209,-5.533836999199802,2.912227361029593,0.41517857142857145,0.5,2,NA,9,NA
2012,MIN,NFC,NFC North,16,10,10,6,0,379,348,31,0.625,0.6666666666666666,0.5833333333333334,1.9375,1.4150216418302017,3.3525216418302017,1.586771697732682,1.7657499440975197,0.45625,0.51953125,2,Division Win PCT (2),6,Division Tiebreaker
2012,NE,AFC,AFC East,16,12,12,4,0,557,331,226,0.75,1,0.9166666666666666,14.125,-1.3712624159479512,12.753737584052049,12.207036016673191,0.5467015673788573,0.4661458333333333,0.49609375,1,NA,2,Head-To-Head Sweep (2)
2012,NO,NFC,NFC South,16,7,7,9,0,461,454,7,0.4375,0.5,0.4166666666666667,0.4375,0.9997346379947762,1.4372346379947762,6.548281668949885,-5.111047030955109,0.44642857142857145,0.521484375,3,Head-To-Head Win PCT (2),12,Division Tiebreaker
2012,NYG,NFC,NFC East,16,9,9,7,0,429,344,85,0.5625,0.5,0.6666666666666666,5.3125,0.9302901933808793,6.24279019338088,4.050085420621337,2.1927047727595426,0.4895833333333333,0.521484375,2,NA,8,NA
2012,NYJ,AFC,AFC East,16,6,6,10,0,281,375,-94,0.375,0.3333333333333333,0.3333333333333333,-5.875,-0.03862352705911938,-5.913623527059119,-5.056704062691914,-0.8569194643672056,0.4010416666666667,0.51171875,3,Common Games Win PCT (2),11,Division Tiebreaker
2012,PHI,NFC,NFC East,16,4,4,12,0,280,444,-164,0.25,0.16666666666666666,0.16666666666666666,-10.25,1.3841096378253694,-8.86589036217463,-5.285876880965908,-3.580013481208722,0.484375,0.5078125,4,NA,16,NA
2012,PIT,AFC,AFC North,16,8,8,8,0,336,314,22,0.5,0.5,0.4166666666666667,1.375,-2.028910530543671,-0.6539105305436707,-2.763741169070038,2.1098306385263674,0.4375,0.46484375,3,NA,7,NA
2012,SEA,NFC,NFC West,16,11,11,5,0,412,245,167,0.6875,0.5,0.6666666666666666,10.4375,1.7907160857543905,12.22821608575439,4.502162209539157,7.726053876215233,0.5340909090909091,0.50390625,2,NA,5,NA
2012,SF,NFC,NFC West,16,11.5,11,4,1,397,273,124,0.71875,0.5833333333333334,0.625,7.75,2.455299419087694,10.205299419087694,3.5033526857296273,6.701946733358067,0.4772727272727273,0.50390625,1,NA,2,NA
2012,TB,NFC,NFC South,16,7,7,9,0,389,394,-5,0.4375,0.5,0.3333333333333333,-0.3125,0.31917908243925436,0.00667908243925408,1.2578550816483172,-1.251175999209063,0.44642857142857145,0.501953125,4,Common Games Win PCT (3),13,Division Tiebreaker
2012,TEN,AFC,AFC South,16,6,6,10,0,330,471,-141,0.375,0.16666666666666666,0.4166666666666667,-8.8125,-1.1622346376499115,-9.974734637649911,-2.621350526879316,-7.3533841107705955,0.34375,0.51171875,3,NA,10,Head-To-Head Sweep (2)
2012,WAS,NFC,NFC East,16,10,10,6,0,436,388,48,0.625,0.8333333333333334,0.6666666666666666,3,0.4233457489364686,3.4233457489364683,4.60092867458961,-1.1775829256531414,0.45,0.494140625,1,NA,4,NA
2013,ARI,NFC,NFC West,16,10,10,6,0,379,324,55,0.625,0.3333333333333333,0.5,3.4375,3.007403000635227,6.444903000635227,2.7036547405807534,3.7412482600544736,0.44375,0.53125,3,NA,7,NA
2013,ATL,NFC,NFC South,16,4,4,12,0,353,443,-90,0.25,0.16666666666666666,0.25,-5.625,2.8628168973154717,-2.7621831026845283,1.1525563096492628,-3.914739412333791,0.3125,0.552734375,3,Conference Win PCT (2),14,Division Tiebreaker
2013,BAL,AFC,AFC North,16,8,8,8,0,320,352,-32,0.5,0.5,0.5,-2,-1.5334933837393532,-3.533493383739353,-4.96763399135955,1.434140607620197,0.41796875,0.484375,3,Division Win PCT (2),8,Head-To-Head Sweep (2)
2013,BUF,AFC,AFC East,16,6,6,10,0,339,388,-49,0.375,0.5,0.4166666666666667,-3.0625,-0.1487270098577739,-3.2112270098577738,-1.279982938943116,-1.9312440709146577,0.5,0.51953125,4,NA,12,NA
2013,CAR,NFC,NFC South,16,12,12,4,0,366,241,125,0.75,0.8333333333333334,0.75,7.8125,1.3905946750404983,9.203094675040498,0.5875761509094027,8.615518524131096,0.4505208333333333,0.494140625,1,NA,2,NA
