game_id,season,week,gameday,home_team,away_team,home_score,away_score,location,home_elo_pre,away_elo_pre,home_elo_post,away_elo_post
2009_13_MIN_ARI,2009,13,2009-12-06,ARI,MIN,30,17,Home,1580.7484051982112,1645.9188324824556,1611.1319055981824,1615.5353320824845
2009_13_NE_MIA,2009,13,2009-12-06,MIA,NE,22,21,Home,1486.7277569239363,1638.5788394822832,1495.8779220956656,1629.428674310554
2009_13_NO_WAS,2009,13,2009-12-06,WAS,NO,30,33,Home,1418.6677634822054,1726.0927891963415,1415.1262574896382,1729.6342951889087
2009_13_OAK_PIT,2009,13,2009-12-06,PIT,LV,24,27,Home,1617.5650838771378,1341.8204760868825,1597.1098336808172,1362.275726283203
2009_13_PHI_ATL,2009,13,2009-12-06,ATL,PHI,7,34,Home,1524.8558376471894,1597.7716807119575,1499.2740231639932,1623.3534951951538
2009_13_SD_CLE,2009,13,2009-12-06,CLE,LAC,23,30,Home,1304.149835364973,1619.3418519945876,1299.0531011969047,1624.4385861626558
2009_13_SF_SEA,2009,13,2009-12-06,SEA,SF,20,17,Home,1419.1730775305218,1468.2027334861803,1434.6348731011044,1452.7409379155977
2009_13_STL_CHI,2009,13,2009-12-06,CHI,LA,17,9,Home,1433.631109720989,1269.6785594206099,1445.0877533836017,1258.221915757997
2009_13_TB_CAR,2009,13,2009-12-06,CAR,TB,16,6,Home,1464.8274398081626,1376.283636527853,1482.128018797888,1358.9830575381277
2009_13_TEN_IND,2009,13,2009-12-06,IND,TEN,27,17,Home,1710.630261831539,1555.6133271753604,1723.6505989672182,1542.5929900396811
2009_13_BAL_GB,2009,13,2009-12-07,GB,BAL,27,14,Home,1537.681611932377,1599.3546476667832,1567.8621100789478,1569.1741495202125
2009_14_PIT_CLE,2009,14,2009-12-10,CLE,PIT,13,6,Home,1299.0531011969047,1597.1098336808172,1330.0971434583046,1566.0657914194173
2009_14_BUF_KC,2009,14,2009-12-13,KC,BUF,10,16,Home,1331.9910806204432,1413.2588612051145,1317.5363320800964,1427.7136097454613
2009_14_CAR_NE,2009,14,2009-12-13,NE,CAR,20,10,Home,1629.428674310554,1482.128018797888,1642.9072191258504,1468.6494739825916
2009_14_CIN_MIN,2009,14,2009-12-13,MIN,CIN,30,10,Home,1615.5353320824845,1563.136748653467,1640.8212037756246,1537.850876960327
2009_14_DEN_IND,2009,14,2009-12-13,IND,DEN,28,16,Home,1723.6505989672182,1527.4750033658822,1735.1566540271035,1515.968948305997
2009_14_DET_BAL,2009,14,2009-12-13,BAL,DET,48,3,Home,1569.1741495202125,1254.9421742513146,1578.6064751879583,1245.5098485835688
2009_14_GB_CHI,2009,14,2009-12-13,CHI,GB,14,21,Home,1445.0877533836017,1567.8621100789478,1432.0763260529368,1580.8735374096127
2009_14_MIA_JAX,2009,14,2009-12-13,JAX,MIA,10,14,Home,1449.5692310860136,1495.8779220956656,1435.895241165094,1509.5519120165852
2009_14_NO_ATL,2009,14,2009-12-13,ATL,NO,23,26,Home,1499.2740231639932,1729.6342951889087,1494.0081869583917,1734.9001313945103
2009_14_NYJ_TB,2009,14,2009-12-13,TB,NYJ,3,26,Home,1358.9830575381277,1517.8834644371711,1342.0268664941052,1534.8396554811936
2009_14_PHI_NYG,2009,14,2009-12-13,NYG,PHI,38,45,Home,1548.0884575210207,1623.3534951951538,1532.2707186476985,1639.171234068476
2009_14_SD_DAL,2009,14,2009-12-13,DAL,LAC,17,20,Home,1574.223200318896,1624.4385861626558,1562.6150117349362,1636.0467747466157
2009_14_SEA_HOU,2009,14,2009-12-13,HOU,SEA,34,7,Home,1482.1162209921379,1434.6348731011044,1510.3041740872366,1406.4469200060057
2009_14_STL_TEN,2009,14,2009-12-13,TEN,LA,47,7,Home,1542.5929900396811,1258.221915757997,1553.3054536546997,1247.5094521429785
2009_14_WAS_OAK,2009,14,2009-12-13,LV,WAS,13,34,Home,1362.275726283203,1415.1262574896382,1336.6470171071517,1440.7549666656896
2009_14_ARI_SF,2009,14,2009-12-14,SF,ARI,24,9,Home,1452.7409379155977,1611.1319055981824,1489.6414713914492,1574.2313721223309
2009_15_IND_JAX,2009,15,2009-12-17,JAX,IND,31,35,Home,1435.895241165094,1735.1566540271035,1431.6018490671484,1739.450046125049
2009_15_DAL_NO,2009,15,2009-12-19,NO,DAL,17,24,Home,1734.9001313945103,1562.6150117349362,1706.7669714756062,1590.7481716538402
2009_15_ARI_DET,2009,15,2009-12-20,DET,ARI,24,31,Home,1245.5098485835688,1574.2313721223309,1240.7704678110088,1578.970752894891
2009_15_ATL_NYJ,2009,15,2009-12-20,NYJ,ATL,7,10,Home,1534.8396554811936,1494.0081869583917,1519.6371200619442,1509.210722377641
2009_15_CHI_BAL,2009,15,2009-12-20,BAL,CHI,31,7,Home,1578.6064751879583,1432.0763260529368,1596.7619388599271,1413.920862380968
2009_15_CIN_SD,2009,15,2009-12-20,LAC,CIN,27,24,Home,1636.0467747466157,1537.850876960327,1645.6634870481987,1528.234164658744
2009_15_CLE_KC,2009,15,2009-12-20,KC,CLE,34,41,Home,1317.5363320800964,1330.0971434583046,1297.6071530100287,1350.0263225283722
2009_15_GB_PIT,2009,15,2009-12-20,PIT,GB,37,36,Home,1566.0657914194173,1580.8735374096127,1573.2441883253205,1573.6951405037096
2009_15_HOU_STL,2009,15,2009-12-20,LA,HOU,13,16,Home,1247.5094521429785,1510.3041740872366,1243.038224949568,1514.775401280647
2009_15_MIA_TEN,2009,15,2009-12-20,TEN,MIA,27,24,Home,1553.3054536546997,1509.5519120165852,1565.1953034720646,1497.6620621992204
2009_15_MIN_CAR,2009,15,2009-12-20,CAR,MIN,26,7,Home,1468.6494739825916,1640.8212037756246,1509.1740835392247,1600.2965942189915
2009_15_NE_BUF,2009,15,2009-12-20,BUF,NE,10,17,Home,1427.7136097454613,1642.9072191258504,1419.2030218940215,1651.4178069772902
2009_15_OAK_DEN,2009,15,2009-12-20,DEN,LV,19,20,Home,1515.968948305997,1336.6470171071517,1506.5174456722998,1346.0985197408488
2009_15_SF_PHI,2009,15,2009-12-20,PHI,SF,27,13,Home,1639.171234068476,1489.6414713914492,1654.24244346575,1474.570261994175
2009_15_TB_SEA,2009,15,2009-12-20,SEA,TB,7,24,Home,1406.4469200060057,1342.0268664941052,1373.217593675269,1375.256192824842
2009_15_NYG_WAS,2009,15,2009-12-21,WAS,NYG,12,45,Home,1440.7549666656896,1532.2707186476985,1415.6166071272612,1557.4090781861269
2009_16_SD_TEN,2009,16,2009-12-25,TEN,LAC,17,42,Home,1565.1953034720646,1645.6634870481987,1540.9162372820472,1669.942553238216
2009_16_BAL_PIT,2009,16,2009-12-27,PIT,BAL,23,20,Home,1573.2441883253205,1596.7619388599271,1587.88754169749,1582.1185854877576
2009_16_BUF_ATL,2009,16,2009-12-27,ATL,BUF,31,3,Home,1509.210722377641,1419.2030218940215,1533.3622163000816,1395.051527971581
2009_16_CAR_NYG,2009,16,2009-12-27,NYG,CAR,9,41,Home,1557.4090781861269,1509.1740835392247,1518.4743422215195,1548.1088195038321
2009_16_DAL_WAS,2009,16,2009-12-27,WAS,DAL,0,17,Home,1415.6166071272612,1590.7481716538402,1401.3016613621255,1605.063117418976
2009_16_DEN_PHI,2009,16,2009-12-27,PHI,DEN,30,27,Home,1654.24244346575,1506.5174456722998,1662.0200637450237,1498.7398253930262
2009_16_DET_SF,2009,16,2009-12-27,SF,DET,20,6,Home,1474.570261994175,1240.7704678110088,1484.682462539918,1230.6582672652657
2009_16_HOU_MIA,2009,16,2009-12-27,MIA,HOU,20,27,Home,1497.6620621992204,1514.775401280647,1478.0436793696588,1534.3937841102086
2009_16_JAX_NE,2009,16,2009-12-27,NE,JAX,35,7,Home,1651.4178069772902,1431.6018490671484,1664.8912090781346,1418.128446966304
2009_16_KC_CIN,2009,16,2009-12-27,CIN,KC,17,10,Home,1528.234164658744,1297.6071530100287,1536.122473789017,1289.7188438797557
2009_16_NYJ_IND,2009,16,2009-12-27,IND,NYJ,15,29,Home,1739.450046125049,1519.6371200619442,1701.0447179544442,1558.042448232549
2009_16_OAK_CLE,2009,16,2009-12-27,CLE,LV,23,9,Home,1350.0263225283722,1346.0985197408488,1376.7529722935074,1319.3718699757137
2009_16_SEA_GB,2009,16,2009-12-27,GB,SEA,48,10,Home,1573.6951405037096,1373.217593675269,1589.7949281516953,1357.1178060272832
2009_16_STL_ARI,2009,16,2009-12-27,ARI,LA,31,10,Home,1578.970752894891,1243.038224949568,1585.7461513635092,1236.2628264809498
2009_16_TB_NO,2009,16,2009-12-27,NO,TB,17,20,Home,1706.7669714756062,1375.256192824842,1685.7842213344234,1396.2389429660248
2009_16_MIN_CHI,2009,16,2009-12-28,CHI,MIN,36,30,Home,1413.920862380968,1600.2965942189915,1440.655562143724,1573.5618944562354
2009_17_ATL_TB,2009,17,2010-01-03,TB,ATL,10,20,Home,1396.2389429660248,1533.3622163000816,1382.1400108407806,1547.461148425326
2009_17_BAL_OAK,2009,17,2010-01-03,LV,BAL,13,21,Home,1319.3718699757137,1582.1185854877576,1312.2833993769561,1589.2070560865152
2009_17_CHI_DET,2009,17,2010-01-03,DET,CHI,23,37,Home,1230.6582672652657,1440.655562143724,1219.291334543396,1452.0224948655937
2009_17_CIN_NYJ,2009,17,2010-01-03,NYJ,CIN,37,0,Home,1558.042448232549,1536.122473789017,1591.7901201831048,1502.3748018384613
2009_17_GB_ARI,2009,17,2010-01-03,ARI,GB,7,33,Home,1585.7461513635092,1589.7949281516953,1553.2316777268227,1622.3094017883818
2009_17_IND_BUF,2009,17,2010-01-03,BUF,IND,30,7,Home,1395.051527971581,1701.0447179544442,1442.6706566787657,1653.4255892472595
2009_17_JAX_CLE,2009,17,2010-01-03,CLE,JAX,23,17,Home,1376.7529722935074,1418.128446966304,1398.1167407326266,1396.7646785271847
2009_17_KC_DEN,2009,17,2010-01-03,DEN,KC,24,44,Home,1498.7398253930262,1289.7188438797557,1455.972449778342,1332.4862194944399
2009_17_NE_HOU,2009,17,2010-01-03,HOU,NE,34,27,Home,1534.3937841102086,1664.8912090781346,1561.0686624142245,1638.2163307741187
2009_17_NO_CAR,2009,17,2010-01-03,CAR,NO,23,10,Home,1548.1088195038321,1685.7842213344234,1582.3021217968362,1651.5909190414193
2009_17_NYG_MIN,2009,17,2010-01-03,MIN,NYG,44,7,Home,1573.5618944562354,1518.4743422215195,1603.469169695281,1488.567066982474
2009_17_PHI_DAL,2009,17,2010-01-03,DAL,PHI,24,0,Home,1605.063117418976,1662.0200637450237,1641.537670817816,1625.5455103461836
2009_17_PIT_MIA,2009,17,2010-01-03,MIA,PIT,24,30,Home,1478.0436793696588,1587.88754169749,1465.181772360943,1600.7494487062058
2009_17_SF_STL,2009,17,2010-01-03,LA,SF,6,28,Home,1236.2628264809498,1484.682462539918,1225.3824054501201,1495.5628835707478
2009_17_TEN_SEA,2009,17,2010-01-03,SEA,TEN,13,17,Home,1357.1178060272832,1540.9162372820472,1349.4627432858479,1548.5713000234825
2009_17_WAS_SD,2009,17,2010-01-03,LAC,WAS,23,20,Home,1669.942553238216,1401.3016613621255,1674.2814967279019,1396.9627178724397
2009_18_NYJ_CIN,2009,18,2010-01-09,CIN,NYJ,14,24,Home,1502.3748018384613,1591.7901201831048,1485.134977554251,1609.029944467315
2009_18_PHI_DAL,2009,18,2010-01-09,DAL,PHI,34,14,Home,1641.537670817816,1625.5455103461836,1670.3729085423583,1596.7102726216413
2009_18_BAL_NE,2009,18,2010-01-10,NE,BAL,14,33,Home,1638.2163307741187,1589.2070560865152,1604.8053289333102,1622.6180579273237
2009_18_GB_ARI,2009,18,2010-01-10,ARI,GB,51,45,Home,1553.2316777268227,1622.3094017883818,1575.8008363092845,1599.74024320592
2009_19_ARI_NO,2009,19,2010-01-16,NO,ARI,45,14,Home,1651.5909190414193,1575.8008363092845,1677.8994241764667,1549.492331174237
2009_19_BAL_IND,2009,19,2010-01-16,IND,BAL,20,3,Home,1653.4255892472595,1622.6180579273237,1679.4092157148593,1596.6344314597238
2009_19_DAL_MIN,2009,19,2010-01-17,MIN,DAL,34,3,Home,1603.469169695281,1670.3729085423583,1643.5016009826738,1630.3404772549654
2009_19_NYJ_SD,2009,19,2010-01-17,LAC,NYJ,14,17,Home,1674.2814967279019,1609.029944467315,1658.3186083008495,1624.9928328943674
2009_20_MIN_NO,2009,20,2010-01-24,NO,MIN,31,28,Home,1677.8994241764667,1643.5016009826738,1690.2019803462197,1631.1990448129209
2009_20_NYJ_IND,2009,20,2010-01-24,IND,NYJ,30,17,Home,1679.4092157148593,1624.9928328943674,1701.1618444971152,1603.2402041121115
2009_21_NO_IND,2009,21,2010-02-07,IND,NO,17,31,Neutral,1701.1618444971152,1690.2019803462197,1673.3658435264579,1717.997981316877
2010_01_MIN_NO,2010,1,2010-09-09,NO,MIN,14,9,Home,1630.798788790126,1578.7194268877524,1645.6978391747539,1563.8203765031246
2010_01_ARI_STL,2010,1,2010-09-12,LA,ARI,13,17,Home,1335.229443270072,1529.6953987045422,1327.9506744375644,1536.9741675370497
2010_01_ATL_PIT,2010,1,2010-09-12,PIT,ATL,15,9,Home,1560.4496692237235,1528.4766890551955,1577.8699013254304,1511.0564569534886
2010_01_CAR_NYG,2010,1,2010-09-12,NYG,CAR,31,18,Home,1493.1402401894843,1549.3812730781017,1523.0024526067102,1519.5190606608758
2010_01_CIN_NE,2010,1,2010-09-12,NE,CIN,38,24,Home,1562.883197359986,1491.0809865325505,1583.763994817496,1470.2001890750405
2010_01_CLE_TB,2010,1,2010-09-12,TB,CLE,17,14,Home,1429.2840065044684,1438.8700444395758,1443.467541503657,1424.6865094403872
2010_01_DAL_WAS,2010,1,2010-09-12,WAS,DAL,13,7,Home,1438.1776307234638,1578.2042863529791,1463.4707081743302,1552.9112089021128
2010_01_DEN_JAX,2010,1,2010-09-12,JAX,DEN,24,17,Home,1438.0588071163108,1473.583469867005,1460.6079218469208,1451.034355136395
2010_01_DET_CHI,2010,1,2010-09-12,CHI,DET,19,14,Home,1471.2134969193562,1331.5748007260377,1481.6326926926836,1321.1556049527103
2010_01_GB_PHI,2010,1,2010-09-12,PHI,GB,20,27,Home,1558.0261635729848,1559.8441459235519,1537.3576350315468,1580.51267446499
2010_01_IND_HOU,2010,1,2010-09-12,HOU,IND,34,24,Home,1536.6411974485345,1604.0195061158747,1564.3639140791565,1576.2967894852527
2010_01_MIA_BUF,2010,1,2010-09-12,BUF,MIA,10,15,Home,1465.6023940072594,1479.1090634165657,1448.4860846359347,1496.2253727878904
2010_01_OAK_TEN,2010,1,2010-09-12,TEN,LV,38,13,Home,1529.1427800140896,1387.3700396261738,1547.9113008665097,1368.6015187737537
2010_01_SF_SEA,2010,1,2010-09-12,SEA,SF,31,6,Home,1409.6776459715088,1497.3377301424487,1448.7519480369433,1458.2634280770142
2010_01_BAL_NYJ,2010,1,2010-09-13,NYJ,BAL,9,10,Home,1561.9441224672669,1557.9806588758343,1554.946188786431,1564.97859255667
2010_01_SD_KC,2010,1,2010-09-13,KC,LAC,21,14,Home,1399.491731696664,1594.9911649805097,1428.3282193735017,1566.1546773036719
2010_02_ARI_ATL,2010,2,2010-09-19,ATL,ARI,41,7,Home,1511.0564569534886,1536.9741675370497,1548.8124232266491,1499.2182012638891
2010_02_BAL_CIN,2010,2,2010-09-19,CIN,BAL,15,10,Home,1470.2001890750405,1564.97859255667,1491.950816958657,1543.2279646730535
2010_02_BUF_GB,2010,2,2010-09-19,GB,BUF,34,7,Home,1580.51267446499,1448.4860846359347,1600.5462211424676,1428.452537958457
2010_02_CHI_DAL,2010,2,2010-09-19,DAL,CHI,20,27,Home,1552.9112089021128,1481.6326926926836,1528.6941700643804,1505.849731530416
2010_02_HOU_WAS,2010,2,2010-09-19,WAS,HOU,27,30,Home,1463.4707081743302,1564.3639140791565,1453.9601686535777,1573.874453599909
2010_02_JAX_SD,2010,2,2010-09-19,LAC,JAX,38,13,Home,1566.1546773036719,1460.6079218469208,1588.0797080798118,1438.682891070781
2010_02_KC_CLE,2010,2,2010-09-19,CLE,KC,14,16,Home,1424.6865094403872,1428.3282193735017,1413.8335006343789,1439.18122817951
2010_02_MIA_MIN,2010,2,2010-09-19,MIN,MIA,10,14,Home,1563.8203765031246,1496.2253727878904,1545.2056266521477,1514.8401226388673
2010_02_NE_NYJ,2010,2,2010-09-19,NYJ,NE,28,14,Home,1554.946188786431,1583.763994817496,1583.8886106662978,1554.8215729376293
2010_02_NYG_IND,2010,2,2010-09-19,IND,NYG,38,14,Home,1576.2967894852527,1523.0024526067102,1602.9409225516276,1496.3583195403353
2010_02_PHI_DET,2010,2,2010-09-19,DET,PHI,32,35,Home,1321.1556049527103,1537.3576350315468,1315.5097327580766,1543.0035072261805
2010_02_PIT_TEN,2010,2,2010-09-19,TEN,PIT,11,19,Home,1547.9113008665097,1577.8699013254304,1528.0987892101616,1597.6824129817785
2010_02_SEA_DEN,2010,2,2010-09-19,DEN,SEA,31,14,Home,1451.034355136395,1448.7519480369433,1479.718439852371,1420.0678633209675
2010_02_STL_OAK,2010,2,2010-09-19,LV,LA,16,14,Home,1368.6015187737537,1327.9506744375644,1378.1319706263985,1318.4202225849197
2010_02_TB_CAR,2010,2,2010-09-19,CAR,TB,7,20,Home,1519.5190606608758,1443.467541503657,1488.5140881464295,1474.4725140181033
2010_02_NO_SF,2010,2,2010-09-20,SF,NO,22,25,Home,1458.2634280770142,1645.6978391747539,1451.7815279454771,1652.179739306291
2010_03_ATL_NO,2010,3,2010-09-26,NO,ATL,24,27,Home,1652.179739306291,1548.8124232266491,1635.1118315281635,1565.8803310047765
2010_03_BUF_NE,2010,3,2010-09-26,NE,BUF,38,30,Home,1554.8215729376293,1428.452537958457,1568.3591936370967,1414.9149172589896
2010_03_CIN_CAR,2010,3,2010-09-26,CAR,CIN,7,20,Home,1488.5140881464295,1491.950816958657,1462.425308560834,1518.0395965442524
2010_03_CLE_BAL,2010,3,2010-09-26,BAL,CLE,24,17,Home,1543.2279646730535,1413.8335006343789,1555.873466150368,1401.1879991570645
2010_03_DAL_HOU,2010,3,2010-09-26,HOU,DAL,13,27,Home,1573.874453599909,1528.6941700643804,1543.9075534313629,1558.6610702329265
2010_03_DET_MIN,2010,3,2010-09-26,MIN,DET,24,10,Home,1545.2056266521477,1315.5097327580766,1555.5260917746878,1305.1892676355365
2010_03_IND_DEN,2010,3,2010-09-26,DEN,IND,13,27,Home,1479.718439852371,1602.9409225516276,1462.8062212900552,1619.8531411139434
2010_03_NYJ_MIA,2010,3,2010-09-26,MIA,NYJ,23,31,Home,1514.8401226388673,1583.8886106662978,1497.7154596253956,1601.0132736797696
2010_03_OAK_ARI,2010,3,2010-09-26,ARI,LV,24,23,Home,1499.2182012638891,1378.1319706263985,1503.5867899871914,1373.7633819030962
2010_03_PHI_JAX,2010,3,2010-09-26,JAX,PHI,3,28,Home,1438.682891070781,1543.0035072261805,1416.6458522038804,1565.040546093081
2010_03_PIT_TB,2010,3,2010-09-26,TB,PIT,13,38,Home,1474.4725140181033,1597.6824129817785,1454.124067558241,1618.0308594416408
2010_03_SD_SEA,2010,3,2010-09-26,SEA,LAC,27,20,Home,1420.0678633209675,1588.0797080798118,1448.0631547033704,1560.0844166974089
2010_03_SF_KC,2010,3,2010-09-26,KC,SF,31,10,Home,1439.18122817951,1451.7815279454771,1471.0297672083439,1419.9329889166434
2010_03_TEN_NYG,2010,3,2010-09-26,NYG,TEN,10,29,Home,1496.3583195403353,1528.0987892101616,1469.5174483013607,1554.9396604491362
2010_03_WAS_STL,2010,3,2010-09-26,LA,WAS,30,16,Home,1318.4202225849197,1453.9601686535777,1353.4046785510689,1418.9757126874285
2010_03_GB_CHI,2010,3,2010-09-27,CHI,GB,20,17,Home,1505.849731530416,1600.5462211424676,1522.6760035332907,1583.719949139593
2010_04_ARI_SD,2010,4,2010-10-03,LAC,ARI,41,10,Home,1560.0844166974089,1503.5867899871914,1588.4273191456696,1475.2438875389307
2010_04_BAL_PIT,2010,4,2010-10-03,PIT,BAL,14,17,Home,1618.0308594416408,1555.873466150368,1602.1622556060286,1571.7420699859802
2010_04_CAR_NO,2010,4,2010-10-03,NO,CAR,16,14,Home,1635.1118315281635,1462.425308560834,1640.6148092171288,1456.9223308718688
2010_04_CHI_NYG,2010,4,2010-10-03,NYG,CHI,17,3,Home,1469.5174483013607,1522.6760035332907,1499.9733995195056,1492.2200523151457
2010_04_CIN_CLE,2010,4,2010-10-03,CLE,CIN,23,20,Home,1401.1879991570645,1518.0395965442524,1418.6193619195412,1500.6082337817757
2010_04_DEN_TEN,2010,4,2010-10-03,TEN,DEN,20,26,Home,1554.9396604491362,1462.8062212900552,1531.4228724579407,1486.3230092812507
2010_04_DET_GB,2010,4,2010-10-03,GB,DET,28,26,Home,1583.719949139593,1305.1892676355365,1586.986979805835,1301.9222369692943
2010_04_HOU_OAK,2010,4,2010-10-03,LV,HOU,24,31,Home,1373.7633819030962,1543.9075534313629,1363.2244762733599,1554.4464590610992
2010_04_IND_JAX,2010,4,2010-10-03,JAX,IND,31,28,Home,1416.6458522038804,1619.8531411139434,1436.014477062767,1600.4845162550569
2010_04_NYJ_BUF,2010,4,2010-10-03,BUF,NYJ,14,38,Home,1414.9149172589896,1601.0132736797696,1399.769386111905,1616.158804826854
2010_04_SEA_STL,2010,4,2010-10-03,LA,SEA,20,3,Home,1353.4046785510689,1448.0631547033704,1388.484588383856,1412.9832448705833
2010_04_SF_ATL,2010,4,2010-10-03,ATL,SF,16,14,Home,1565.8803310047765,1419.9329889166434,1572.0929352192004,1413.7203847022195
2010_04_WAS_PHI,2010,4,2010-10-03,PHI,WAS,12,17,Home,1565.040546093081,1418.9757126874285,1541.5634656768189,1442.4527931036907
2010_04_NE_MIA,2010,4,2010-10-04,MIA,NE,14,41,Home,1497.7154596253956,1568.3591936370967,1471.90567398631,1594.1689792761824
2010_05_ATL_CLE,2010,5,2010-10-10,CLE,ATL,10,20,Home,1418.6193619195412,1572.0929352192004,1405.5082219467088,1585.2040751920329
2010_05_CHI_CAR,2010,5,2010-10-10,CAR,CHI,6,23,Home,1456.9223308718688,1492.2200523151457,1431.355234499609,1517.7871486874055
2010_05_DEN_BAL,2010,5,2010-10-10,BAL,DEN,31,17,Home,1571.7420699859802,1486.3230092812507,1591.527448946951,1466.53763032028
2010_05_GB_WAS,2010,5,2010-10-10,WAS,GB,16,13,Home,1442.4527931036907,1586.986979805835,1460.580652429369,1568.859120480157
2010_05_JAX_BUF,2010,5,2010-10-10,BUF,JAX,26,36,Home,1399.769386111905,1436.014477062767,1378.631177344759,1457.152685829913
2010_05_KC_IND,2010,5,2010-10-10,IND,KC,19,9,Home,1600.4845162550569,1471.0297672083439,1615.0627904928715,1456.4514929705292
2010_05_NO_ARI,2010,5,2010-10-10,ARI,NO,30,20,Home,1475.2438875389307,1640.6148092171288,1507.4267354351541,1608.4319613209054
2010_05_NYG_HOU,2010,5,2010-10-10,HOU,NYG,10,34,Home,1554.4464590610992,1499.9733995195056,1518.1506050177777,1536.269253562827
2010_05_PHI_SF,2010,5,2010-10-10,SF,PHI,24,27,Home,1413.7203847022195,1541.5634656768189,1405.2332681938083,1550.05058218523
2010_05_SD_OAK,2010,5,2010-10-10,LV,LAC,35,27,Home,1363.2244762733599,1588.4273191456696,1394.5265038062803,1557.1252916127492
2010_05_STL_DET,2010,5,2010-10-10,DET,LA,44,6,Home,1301.9222369692943,1388.484588383856,1345.7757177506949,1344.6311076024554
2010_05_TB_CIN,2010,5,2010-10-10,CIN,TB,21,24,Home,1500.6082337817757,1454.124067558241,1485.2265275237996,1469.505773816217
2010_05_TEN_DAL,2010,5,2010-10-10,DAL,TEN,27,34,Home,1558.6610702329265,1531.4228724579407,1536.5139528428576,1553.5699898480095
2010_05_MIN_NYJ,2010,5,2010-10-11,NYJ,MIN,29,20,Home,1616.158804826854,1555.5260917746878,1634.6957192947589,1536.989177306783
2010_06_ATL_PHI,2010,6,2010-10-17,PHI,ATL,31,17,Home,1550.05058218523,1585.2040751920329,1579.3929172234555,1555.8617401538074
2010_06_BAL_NE,2010,6,2010-10-17,NE,BAL,23,20,Home,1594.1689792761824,1591.527448946951,1607.9100270371403,1577.786401185993
2010_06_CLE_PIT,2010,6,2010-10-17,PIT,CLE,28,10,Home,1602.1622556060286,1405.5082219467088,1615.3405530623836,1392.3299244903537
2010_06_DAL_MIN,2010,6,2010-10-17,MIN,DAL,24,21,Home,1536.989177306783,1536.5139528428576,1550.8301693047563,1522.6729608448843
2010_06_DET_NYG,2010,6,2010-10-17,NYG,DET,28,20,Home,1536.269253562827,1345.7757177506949,1546.3954174295322,1335.6495538839897
2010_06_IND_WAS,2010,6,2010-10-17,WAS,IND,24,27,Home,1460.580652429369,1615.0627904928715,1453.0350466343114,1622.608396287929
2010_06_KC_HOU,2010,6,2010-10-17,HOU,KC,35,31,Home,1518.1506050177777,1456.4514929705292,1531.0546505685224,1443.5474474197845
2010_06_MIA_GB,2010,6,2010-10-17,GB,MIA,20,23,Home,1568.859120480157,1471.90567398631,1551.969371101131,1488.7954233653359
2010_06_NO_TB,2010,6,2010-10-17,TB,NO,6,31,Home,1469.505773816217,1608.4319613209054,1450.5002245478981,1627.4375105892243
2010_06_NYJ_DEN,2010,6,2010-10-17,DEN,NYJ,20,24,Home,1466.53763032028,1634.6957192947589,1458.3058999443172,1642.9274496707217
2010_06_OAK_SF,2010,6,2010-10-17,SF,LV,17,9,Home,1405.2332681938083,1394.5265038062803,1426.4254831366625,1373.334288863426
2010_06_SD_STL,2010,6,2010-10-17,LA,LAC,20,17,Home,1344.6311076024554,1557.1252916127492,1364.1660779166368,1537.5903212985677
2010_06_SEA_CHI,2010,6,2010-10-17,CHI,SEA,20,23,Home,1517.7871486874055,1412.9832448705833,1500.6797960283188,1430.09059752967
2010_06_TEN_JAX,2010,6,2010-10-18,JAX,TEN,3,30,Home,1457.152685829913,1553.5699898480095,1433.8680650000674,1576.8546106778551
2010_07_ARI_SEA,2010,7,2010-10-24,SEA,ARI,22,10,Home,1430.09059752967,1507.4267354351541,1460.2952073339468,1477.2221256308774
2010_07_BUF_BAL,2010,7,2010-10-24,BAL,BUF,37,34,Home,1577.786401185993,1378.631177344759,1583.9172744670109,1372.5003040637412
2010_07_CIN_ATL,2010,7,2010-10-24,ATL,CIN,39,32,Home,1555.8617401538074,1485.2265275237996,1571.9687113983996,1469.1195562792075
2010_07_CLE_NO,2010,7,2010-10-24,NO,CLE,17,30,Home,1627.4375105892243,1392.3299244903537,1589.5429164138916,1430.2245186656864
2010_07_JAX_KC,2010,7,2010-10-24,KC,JAX,42,20,Home,1443.5474474197845,1433.8680650000674,1473.8955592577224,1403.5199531621295
2010_07_MIN_GB,2010,7,2010-10-24,GB,MIN,28,24,Home,1551.969371101131,1550.8301693047563,1568.0026764245792,1534.796863981308
2010_07_NE_SD,2010,7,2010-10-24,LAC,NE,20,23,Home,1537.5903212985677,1607.9100270371403,1526.839137683234,1618.661210652474
2010_07_OAK_DEN,2010,7,2010-10-24,DEN,LV,14,59,Home,1458.3058999443172,1373.334288863426,1412.6033749750645,1419.0368138326787
2010_07_PHI_TEN,2010,7,2010-10-24,TEN,PHI,37,19,Home,1576.8546106778551,1579.3929172234555,1606.4799314768181,1549.7675964244925
2010_07_PIT_MIA,2010,7,2010-10-24,MIA,PIT,22,23,Home,1488.7954233653359,1615.3405530623836,1484.5280208752374,1619.607955552482
2010_07_SF_CAR,2010,7,2010-10-24,CAR,SF,23,20,Home,1431.355234499609,1426.4254831366625,1444.9909356627843,1412.7897819734872
2010_07_STL_TB,2010,7,2010-10-24,TB,LA,18,17,Home,1450.5002245478981,1364.1660779166368,1455.5458882195992,1359.1204142449358
