game_id,season,week,team,opponent,turnover_diff,turnover_won,turnover_lost,interception_won,interception_lost,fumble_won,fumble_lost
2011_14_ATL_CAR,2011,14,ATL,CAR,4,4,0,1,0,3,0
2011_14_HOU_CIN,2011,14,CIN,HOU,1,2,1,0,0,2,1
2011_14_HOU_CIN,2011,14,HOU,CIN,0,4,4,3,1,1,3
2011_14_MIN_DET,2011,14,DET,MIN,0,0,0,0,0,0,0
2011_14_MIN_DET,2011,14,MIN,DET,-5,1,6,1,3,0,3
2011_14_TB_JAX,2011,14,JAX,TB,-3,1,4,0,2,1,2
2011_14_TB_JAX,2011,14,TB,JAX,-4,1,5,0,3,1,2
2011_14_PHI_MIA,2011,14,MIA,PHI,-1,3,4,2,1,1,3
2011_14_PHI_MIA,2011,14,PHI,MIA,1,2,1,1,1,1,0
2011_14_KC_NYJ,2011,14,NYJ,KC,0,1,1,0,0,1,1
2011_14_KC_NYJ,2011,14,KC,NYJ,0,1,1,0,1,1,0
2011_14_NO_TEN,2011,14,TEN,NO,0,0,0,0,0,0,0
2011_14_NO_TEN,2011,14,NO,TEN,0,0,0,0,0,0,0
2011_14_NE_WAS,2011,14,WAS,NE,0,2,2,1,1,1,1
2011_14_NE_WAS,2011,14,NE,WAS,-1,0,1,0,1,0,0
2011_14_SF_ARI,2011,14,ARI,SF,-3,0,3,0,2,0,1
2011_14_SF_ARI,2011,14,SF,ARI,0,0,0,0,0,0,0
2011_14_CHI_DEN,2011,14,DEN,CHI,-2,0,2,0,1,0,1
2011_14_CHI_DEN,2011,14,CHI,DEN,0,1,1,1,0,0,1
2011_14_OAK_GB,2011,14,GB,LV,0,1,1,1,1,0,0
2011_14_OAK_GB,2011,14,LV,GB,-5,0,5,0,4,0,1
2011_14_BUF_SD,2011,14,LAC,BUF,1,2,1,0,0,2,1
2011_14_BUF_SD,2011,14,BUF,LAC,-3,0,3,0,3,0,0
2011_14_NYG_DAL,2011,14,DAL,NYG,2,3,1,1,0,2,1
2011_14_NYG_DAL,2011,14,NYG,DAL,0,1,1,1,1,0,0
2011_14_STL_SEA,2011,14,SEA,LA,2,3,1,2,0,1,1
2011_14_STL_SEA,2011,14,LA,SEA,0,1,1,1,1,0,0
2011_15_JAX_ATL,2011,15,ATL,JAX,1,2,1,1,0,1,1
2011_15_JAX_ATL,2011,15,JAX,ATL,-3,0,3,0,1,0,2
2011_15_DAL_TB,2011,15,TB,DAL,2,3,1,1,0,2,1
2011_15_DAL_TB,2011,15,DAL,TB,1,2,1,1,0,1,1
2011_15_MIA_BUF,2011,15,BUF,MIA,0,3,3,1,3,2,0
2011_15_MIA_BUF,2011,15,MIA,BUF,-1,2,3,1,0,1,3
2011_15_SEA_CHI,2011,15,CHI,SEA,-2,3,5,1,4,2,1
2011_15_SEA_CHI,2011,15,SEA,CHI,-1,0,1,0,0,0,1
2011_15_CAR_HOU,2011,15,HOU,CAR,-3,0,3,0,2,0,1
2011_15_CAR_HOU,2011,15,CAR,HOU,1,1,0,1,0,0,0
2011_15_TEN_IND,2011,15,IND,TEN,-1,0,1,0,0,0,1
2011_15_TEN_IND,2011,15,TEN,IND,-1,2,3,0,2,2,1
2011_15_GB_KC,2011,15,KC,GB,0,0,0,0,0,0,0
2011_15_GB_KC,2011,15,GB,KC,0,0,0,0,0,0,0
2011_15_NO_MIN,2011,15,MIN,NO,0,1,1,0,1,1,0
2011_15_NO_MIN,2011,15,NO,MIN,-2,0,2,0,0,0,2
2011_15_WAS_NYG,2011,15,NYG,WAS,-3,0,3,0,3,0,0
2011_15_WAS_NYG,2011,15,WAS,NYG,-2,0,2,0,2,0,0
2011_15_CIN_STL,2011,15,LA,CIN,3,3,0,1,0,2,0
2011_15_CIN_STL,2011,15,CIN,LA,0,1,1,0,1,1,0
2011_15_DET_OAK,2011,15,LV,DET,3,4,1,2,0,2,1
2011_15_DET_OAK,2011,15,DET,LV,0,1,1,0,0,1,1
2011_15_CLE_ARI,2011,15,ARI,CLE,-1,0,1,0,1,0,0
2011_15_CLE_ARI,2011,15,CLE,ARI,0,1,1,0,0,1,1
2011_15_NE_DEN,2011,15,DEN,NE,-2,0,2,0,0,0,2
2011_15_NE_DEN,2011,15,NE,DEN,0,1,1,0,0,1,1
2011_15_NYJ_PHI,2011,15,PHI,NYJ,-1,2,3,1,1,1,2
2011_15_NYJ_PHI,2011,15,NYJ,PHI,-4,1,5,0,2,1,3
2011_15_BAL_SD,2011,15,LAC,BAL,0,0,0,0,0,0,0
2011_15_BAL_SD,2011,15,BAL,LAC,-2,0,2,0,2,0,0
2011_15_PIT_SF,2011,15,SF,PIT,4,4,0,2,0,2,0
2011_15_PIT_SF,2011,15,PIT,SF,-3,1,4,0,3,1,1
2011_16_HOU_IND,2011,16,IND,HOU,-1,0,1,0,0,0,1
2011_16_HOU_IND,2011,16,HOU,IND,0,1,1,0,0,1,1
2011_16_CLE_BAL,2011,16,BAL,CLE,0,1,1,1,1,0,0
2011_16_CLE_BAL,2011,16,CLE,BAL,1,2,1,1,1,1,0
2011_16_DEN_BUF,2011,16,BUF,DEN,1,1,0,0,0,1,0
2011_16_DEN_BUF,2011,16,DEN,BUF,-4,0,4,0,3,0,1
2011_16_TB_CAR,2011,16,CAR,TB,0,0,0,0,0,0,0
2011_16_TB_CAR,2011,16,TB,CAR,-3,1,4,1,1,0,3
2011_16_ARI_CIN,2011,16,CIN,ARI,-1,1,2,0,0,1,2
2011_16_ARI_CIN,2011,16,ARI,CIN,0,3,3,3,3,0,0
2011_16_OAK_KC,2011,16,KC,LV,-1,1,2,0,2,1,0
2011_16_OAK_KC,2011,16,LV,KC,-1,1,2,1,2,0,0
2011_16_MIA_NE,2011,16,NE,MIA,0,0,0,0,0,0,0
2011_16_MIA_NE,2011,16,MIA,NE,-2,0,2,0,1,0,1
2011_16_NYG_NYJ,2011,16,NYJ,NYG,-2,1,3,1,2,0,1
2011_16_NYG_NYJ,2011,16,NYG,NYJ,-1,0,1,0,1,0,0
2011_16_STL_PIT,2011,16,PIT,LA,1,2,1,1,1,1,0
2011_16_STL_PIT,2011,16,LA,PIT,5,5,0,4,0,1,0
2011_16_JAX_TEN,2011,16,TEN,JAX,0,3,3,1,2,2,1
2011_16_JAX_TEN,2011,16,JAX,TEN,-1,0,1,0,1,0,0
2011_16_MIN_WAS,2011,16,WAS,MIN,1,3,2,3,1,0,1
2011_16_MIN_WAS,2011,16,MIN,WAS,1,1,0,1,0,0,0
2011_16_SD_DET,2011,16,DET,LAC,0,0,0,0,0,0,0
2011_16_SD_DET,2011,16,LAC,DET,0,2,2,1,2,1,0
2011_16_PHI_DAL,2011,16,DAL,PHI,4,4,0,1,0,3,0
2011_16_PHI_DAL,2011,16,PHI,DAL,0,1,1,1,0,0,1
2011_16_SF_SEA,2011,16,SEA,SF,-1,0,1,0,0,0,1
2011_16_SF_SEA,2011,16,SF,SEA,2,2,0,0,0,2,0
2011_16_CHI_GB,2011,16,GB,CHI,1,1,0,1,0,0,0
2011_16_CHI_GB,2011,16,CHI,GB,2,4,2,2,2,2,0
2011_16_ATL_NO,2011,16,NO,ATL,-1,1,2,0,2,1,0
2011_16_ATL_NO,2011,16,ATL,NO,1,2,1,1,0,1,1
2011_17_DET_GB,2011,17,GB,DET,-1,1,2,0,1,1,1
2011_17_DET_GB,2011,17,DET,GB,-2,2,4,2,2,0,2
2011_17_TEN_HOU,2011,17,HOU,TEN,1,2,1,1,0,1,1
2011_17_TEN_HOU,2011,17,TEN,HOU,3,4,1,3,0,1,1
2011_17_IND_JAX,2011,17,JAX,IND,-1,0,1,0,0,0,1
2011_17_IND_JAX,2011,17,IND,JAX,-1,2,3,1,2,1,1
2011_17_NYJ_MIA,2011,17,MIA,NYJ,-2,0,2,0,2,0,0
2011_17_NYJ_MIA,2011,17,NYJ,MIA,-1,2,3,2,3,0,0
2011_17_CHI_MIN,2011,17,MIN,CHI,-3,0,3,0,3,0,0
2011_17_CHI_MIN,2011,17,CHI,MIN,-2,1,3,0,1,1,2
2011_17_BUF_NE,2011,17,NE,BUF,1,2,1,1,1,1,0
2011_17_BUF_NE,2011,17,BUF,NE,-3,1,4,0,4,1,0
2011_17_CAR_NO,2011,17,NO,CAR,0,1,1,1,1,0,0
2011_17_CAR_NO,2011,17,CAR,NO,-1,1,2,0,1,1,1
2011_17_WAS_PHI,2011,17,PHI,WAS,-1,1,2,1,1,0,1
2011_17_WAS_PHI,2011,17,WAS,PHI,-1,0,1,0,1,0,0
2011_17_SF_STL,2011,17,LA,SF,1,3,2,2,2,1,0
2011_17_SF_STL,2011,17,SF,LA,1,1,0,1,0,0,0
2011_17_SEA_ARI,2011,17,ARI,SEA,2,4,2,3,1,1,1
2011_17_SEA_ARI,2011,17,SEA,ARI,0,1,1,0,1,1,0
2011_17_TB_ATL,2011,17,ATL,TB,1,3,2,2,1,1,1
2011_17_TB_ATL,2011,17,TB,ATL,-2,2,4,1,3,1,1
2011_17_BAL_CIN,2011,17,CIN,BAL,-1,0,1,0,0,0,1
2011_17_BAL_CIN,2011,17,BAL,CIN,2,2,0,1,0,1,0
2011_17_PIT_CLE,2011,17,CLE,PIT,0,1,1,1,1,0,0
2011_17_PIT_CLE,2011,17,PIT,CLE,1,3,2,3,0,0,2
2011_17_KC_DEN,2011,17,DEN,KC,-3,0,3,0,1,0,2
2011_17_KC_DEN,2011,17,KC,DEN,3,3,0,1,0,2,0
2011_17_SD_OAK,2011,17,LV,LAC,0,1,1,0,1,1,0
2011_17_SD_OAK,2011,17,LAC,LV,1,2,1,1,1,1,0
2011_17_DAL_NYG,2011,17,NYG,DAL,0,0,0,0,0,0,0
2011_17_DAL_NYG,2011,17,DAL,NYG,2,4,2,3,1,1,1
2011_18_CIN_HOU,2011,18,HOU,CIN,2,2,0,1,0,1,0
2011_18_CIN_HOU,2011,18,CIN,HOU,-2,1,3,0,3,1,0
2011_18_DET_NO,2011,18,NO,DET,-1,1,2,1,0,0,2
2011_18_DET_NO,2011,18,DET,NO,-2,0,2,0,2,0,0
2011_18_ATL_NYG,2011,18,NYG,ATL,3,3,0,2,0,1,0
2011_18_ATL_NYG,2011,18,ATL,NYG,2,2,0,1,0,1,0
2011_18_PIT_DEN,2011,18,DEN,PIT,0,1,1,1,0,0,1
2011_18_PIT_DEN,2011,18,PIT,DEN,0,1,1,0,1,1,0
2011_19_NO_SF,2011,19,SF,NO,-2,0,2,0,0,0,2
2011_19_NO_SF,2011,19,NO,SF,-3,1,4,1,2,0,2
2011_19_DEN_NE,2011,19,NE,DEN,-1,1,2,0,1,1,1
2011_19_DEN_NE,2011,19,DEN,NE,6,7,1,5,0,2,1
2011_19_HOU_BAL,2011,19,BAL,HOU,-1,0,1,0,0,0,1
2011_19_HOU_BAL,2011,19,HOU,BAL,-3,0,3,0,3,0,0
2011_19_NYG_GB,2011,19,GB,NYG,0,4,4,2,1,2,3
2011_19_NYG_GB,2011,19,NYG,GB,-1,0,1,0,1,0,0
2011_20_BAL_NE,2011,20,NE,BAL,-1,2,3,1,2,1,1
2011_20_BAL_NE,2011,20,BAL,NE,0,1,1,1,1,0,0
2011_20_NYG_SF,2011,20,SF,NYG,1,1,0,1,0,0,0
2011_20_NYG_SF,2011,20,NYG,SF,-1,1,2,0,0,1,2
2011_21_NYG_NE,2011,21,NE,NYG,0,1,1,0,1,1,0
2011_21_NYG_NE,2011,21,NYG,NE,2,2,0,1,0,1,0
2012_01_DAL_NYG,2012,1,NYG,DAL,0,1,1,0,0,1,1
2012_01_DAL_NYG,2012,1,DAL,NYG,2,3,1,2,1,1,0
2012_01_IND_CHI,2012,1,CHI,IND,1,2,1,2,1,0,0
2012_01_IND_CHI,2012,1,IND,CHI,-3,2,5,0,3,2,2
2012_01_PHI_CLE,2012,1,CLE,PHI,-4,0,4,0,4,0,0
2012_01_PHI_CLE,2012,1,PHI,CLE,-5,0,5,0,4,0,1
2012_01_STL_DET,2012,1,DET,LA,-1,2,3,1,3,1,0
2012_01_STL_DET,2012,1,LA,DET,0,0,0,0,0,0,0
2012_01_MIA_HOU,2012,1,HOU,MIA,2,2,0,1,0,1,0
2012_01_MIA_HOU,2012,1,MIA,HOU,-1,3,4,3,3,0,1
2012_01_ATL_KC,2012,1,KC,ATL,-3,0,3,0,2,0,1
2012_01_ATL_KC,2012,1,ATL,KC,3,3,0,0,0,3,0
2012_01_JAX_MIN,2012,1,MIN,JAX,0,1,1,1,0,0,1
2012_01_JAX_MIN,2012,1,JAX,MIN,-1,0,1,0,0,0,1
2012_01_WAS_NO,2012,1,NO,WAS,-1,2,3,1,2,1,1
2012_01_WAS_NO,2012,1,WAS,NO,1,1,0,0,0,1,0
2012_01_BUF_NYJ,2012,1,NYJ,BUF,0,1,1,1,1,0,0
2012_01_BUF_NYJ,2012,1,BUF,NYJ,-3,1,4,0,3,1,1
2012_01_NE_TEN,2012,1,TEN,NE,-2,0,2,0,1,0,1
2012_01_NE_TEN,2012,1,NE,TEN,2,2,0,1,0,1,0
2012_01_SEA_ARI,2012,1,ARI,SEA,-1,1,2,1,1,0,1
2012_01_SEA_ARI,2012,1,SEA,ARI,2,4,2,3,1,1,1
2012_01_SF_GB,2012,1,GB,SF,0,1,1,1,1,0,0
2012_01_SF_GB,2012,1,SF,GB,0,0,0,0,0,0,0
2012_01_CAR_TB,2012,1,TB,CAR,0,0,0,0,0,0,0
2012_01_CAR_TB,2012,1,CAR,TB,1,3,2,3,2,0,0
2012_01_PIT_DEN,2012,1,DEN,PIT,3,4,1,2,0,2,1
2012_01_PIT_DEN,2012,1,PIT,DEN,3,4,1,4,1,0,0
2012_01_CIN_BAL,2012,1,BAL,CIN,3,3,0,2,0,1,0
2012_01_CIN_BAL,2012,1,CIN,BAL,0,2,2,1,1,1,1
2012_01_SD_OAK,2012,1,LV,LAC,0,1,1,0,0,1,1
2012_01_SD_OAK,2012,1,LAC,LV,0,0,0,0,0,0,0
2012_02_CHI_GB,2012,2,GB,CHI,-1,1,2,1,1,0,1
2012_02_CHI_GB,2012,2,CHI,GB,-4,0,4,0,4,0,0
2012_02_KC_BUF,2012,2,BUF,KC,3,3,0,0,0,3,0
2012_02_KC_BUF,2012,2,KC,BUF,-1,2,3,1,1,1,2
2012_02_NO_CAR,2012,2,CAR,NO,4,5,1,2,0,3,1
2012_02_NO_CAR,2012,2,NO,CAR,0,2,2,1,2,1,0
2012_02_CLE_CIN,2012,2,CIN,CLE,1,2,1,0,1,2,0
2012_02_CLE_CIN,2012,2,CLE,CIN,2,3,1,0,0,3,1
2012_02_MIN_IND,2012,2,IND,MIN,1,1,0,0,0,1,0
2012_02_MIN_IND,2012,2,MIN,IND,-1,0,1,0,0,0,1
2012_02_HOU_JAX,2012,2,JAX,HOU,1,2,1,1,0,1,1
2012_02_HOU_JAX,2012,2,HOU,JAX,1,1,0,0,0,1,0
2012_02_OAK_MIA,2012,2,MIA,LV,1,1,0,1,0,0,0
2012_02_OAK_MIA,2012,2,LV,MIA,1,2,1,1,1,1,0
2012_02_ARI_NE,2012,2,NE,ARI,0,1,1,1,1,0,0
2012_02_ARI_NE,2012,2,ARI,NE,2,4,2,4,0,0,2
2012_02_TB_NYG,2012,2,NYG,TB,-1,2,3,0,3,2,0
2012_02_TB_NYG,2012,2,TB,NYG,-1,1,2,1,2,0,0
2012_02_BAL_PHI,2012,2,PHI,BAL,-2,2,4,0,2,2,2
2012_02_BAL_PHI,2012,2,BAL,PHI,-2,0,2,0,1,0,1
2012_02_DAL_SEA,2012,2,SEA,DAL,1,1,0,1,0,0,0
2012_02_DAL_SEA,2012,2,DAL,SEA,-2,0,2,0,1,0,1
2012_02_WAS_STL,2012,2,LA,WAS,-2,1,3,1,1,0,2
2012_02_WAS_STL,2012,2,WAS,LA,0,1,1,0,1,1,0
2012_02_NYJ_PIT,2012,2,PIT,NYJ,0,1,1,1,0,0,1
2012_02_NYJ_PIT,2012,2,NYJ,PIT,0,0,0,0,0,0,0
2012_02_TEN_SD,2012,2,LAC,TEN,-1,0,1,0,1,0,0
2012_02_TEN_SD,2012,2,TEN,LAC,1,2,1,0,1,2,0
2012_02_DET_SF,2012,2,SF,DET,0,1,1,1,0,0,1
2012_02_DET_SF,2012,2,DET,SF,2,3,1,2,1,1,0
2012_02_DEN_ATL,2012,2,ATL,DEN,3,3,0,1,0,2,0
2012_02_DEN_ATL,2012,2,DEN,ATL,-3,1,4,1,3,0,1
2012_03_NYG_CAR,2012,3,CAR,NYG,-4,0,4,0,3,0,1
2012_03_NYG_CAR,2012,3,NYG,CAR,0,1,1,0,0,1,1
2012_03_STL_CHI,2012,3,CHI,LA,0,1,1,0,1,1,0
2012_03_STL_CHI,2012,3,LA,CHI,2,4,2,4,2,0,0
2012_03_BUF_CLE,2012,3,CLE,BUF,-1,1,2,0,2,1,0
2012_03_BUF_CLE,2012,3,BUF,CLE,0,1,1,0,0,1,1
2012_03_TB_DAL,2012,3,DAL,TB,0,4,4,2,1,2,3
2012_03_TB_DAL,2012,3,TB,DAL,1,2,1,0,1,2,0
2012_03_JAX_IND,2012,3,IND,JAX,0,1,1,0,1,1,0
2012_03_JAX_IND,2012,3,JAX,IND,2,2,0,2,0,0,0
2012_03_NYJ_MIA,2012,3,MIA,NYJ,-1,1,2,1,1,0,1
2012_03_NYJ_MIA,2012,3,NYJ,MIA,-1,1,2,1,2,0,0
2012_03_SF_MIN,2012,3,MIN,SF,-1,1,2,0,0,1,2
2012_03_SF_MIN,2012,3,SF,MIN,-2,1,3,1,1,0,2
2012_03_KC_NO,2012,3,NO,KC,-1,0,1,0,1,0,0
2012_03_KC_NO,2012,3,KC,NO,-3,0,3,0,1,0,2
2012_03_DET_TEN,2012,3,TEN,DET,-2,0,2,0,0,0,2
2012_03_DET_TEN,2012,3,DET,TEN,2,3,1,1,0,2,1
2012_03_CIN_WAS,2012,3,WAS,CIN,1,2,1,0,0,2,1
2012_03_CIN_WAS,2012,3,CIN,WAS,-2,0,2,0,1,0,1
2012_03_PHI_ARI,2012,3,ARI,PHI,0,1,1,1,0,0,1
2012_03_PHI_ARI,2012,3,PHI,ARI,0,2,2,0,0,2,2
2012_03_ATL_SD,2012,3,LAC,ATL,-3,1,4,1,2,0,2
2012_03_ATL_SD,2012,3,ATL,LAC,2,3,1,2,1,1,0
2012_03_HOU_DEN,2012,3,DEN,HOU,4,5,1,3,0,2,1
2012_03_HOU_DEN,2012,3,HOU,DEN,-1,1,2,1,1,0,1
2012_03_PIT_OAK,2012,3,LV,PIT,2,3,1,2,1,1,0
2012_03_PIT_OAK,2012,3,PIT,LV,1,3,2,3,0,0,2
2012_03_NE_BAL,2012,3,BAL,NE,-1,0,1,0,1,0,0
2012_03_NE_BAL,2012,3,NE,BAL,1,1,0,1,0,0,0
2012_03_GB_SEA,2012,3,SEA,GB,4,4,0,2,0,2,0
2012_03_GB_SEA,2012,3,GB,SEA,2,2,0,1,0,1,0
2012_04_CLE_BAL,2012,4,BAL,CLE,-2,0,2,0,1,0,1
2012_04_CLE_BAL,2012,4,CLE,BAL,1,2,1,1,1,1,0
2012_04_CAR_ATL,2012,4,ATL,CAR,1,2,1,2,1,0,0
2012_04_CAR_ATL,2012,4,CAR,ATL,1,2,1,1,0,1,1
2012_04_NE_BUF,2012,4,BUF,NE,-6,0,6,0,4,0,2
2012_04_NE_BUF,2012,4,NE,BUF,-1,1,2,1,0,0,2
2012_04_MIN_DET,2012,4,DET,MIN,0,1,1,1,0,0,1
2012_04_MIN_DET,2012,4,MIN,DET,1,1,0,0,0,1,0
2012_04_TEN_HOU,2012,4,HOU,TEN,2,2,0,0,0,2,0
2012_04_TEN_HOU,2012,4,TEN,HOU,-3,0,3,0,2,0,1
2012_04_SD_KC,2012,4,KC,LAC,-3,3,6,3,3,0,3
2012_04_SD_KC,2012,4,LAC,KC,-1,0,1,0,1,0,0
2012_04_SF_NYJ,2012,4,NYJ,SF,-4,0,4,0,1,0,3
2012_04_SF_NYJ,2012,4,SF,NYJ,1,1,0,1,0,0,0
2012_04_SEA_STL,2012,4,LA,SEA,3,4,1,3,1,1,0
2012_04_SEA_STL,2012,4,SEA,LA,-1,2,3,1,3,1,0
2012_04_MIA_ARI,2012,4,ARI,MIA,-1,1,2,1,2,0,0
2012_04_MIA_ARI,2012,4,MIA,ARI,-4,0,4,0,2,0,2
2012_04_OAK_DEN,2012,4,DEN,LV,-1,0,1,0,0,0,1
2012_04_OAK_DEN,2012,4,LV,DEN,0,0,0,0,0,0,0
2012_04_CIN_JAX,2012,4,JAX,CIN,0,1,1,0,1,1,0
2012_04_CIN_JAX,2012,4,CIN,JAX,-3,0,3,0,1,0,2
2012_04_NO_GB,2012,4,GB,NO,-2,0,2,0,1,0,1
2012_04_NO_GB,2012,4,NO,GB,2,2,0,2,0,0,0
2012_04_WAS_TB,2012,4,TB,WAS,0,1,1,1,1,0,0
2012_04_WAS_TB,2012,4,WAS,TB,3,3,0,1,0,2,0
2012_04_NYG_PHI,2012,4,PHI,NYG,0,0,0,0,0,0,0
2012_04_NYG_PHI,2012,4,NYG,PHI,-1,0,1,0,1,0,0
2012_04_CHI_DAL,2012,4,DAL,CHI,-4,1,5,0,5,1,0
2012_04_CHI_DAL,2012,4,CHI,DAL,1,2,1,2,0,0,1
2012_05_ARI_STL,2012,5,LA,ARI,1,2,1,1,1,1,0
2012_05_ARI_STL,2012,5,ARI,LA,-1,0,1,0,0,0,1
2012_05_MIA_CIN,2012,5,CIN,MIA,-1,3,4,2,2,1,2
2012_05_MIA_CIN,2012,5,MIA,CIN,-1,0,1,0,0,0,1
2012_05_GB_IND,2012,5,IND,GB,0,1,1,0,1,1,0
2012_05_GB_IND,2012,5,GB,IND,3,4,1,2,1,2,0
2012_05_BAL_KC,2012,5,KC,BAL,-3,1,4,1,2,0,2
2012_05_BAL_KC,2012,5,BAL,KC,-1,1,2,1,1,0,1
2012_05_CLE_NYG,2012,5,NYG,CLE,-2,0,2,0,1,0,1
2012_05_CLE_NYG,2012,5,CLE,NYG,-3,0,3,0,2,0,1
2012_05_PHI_PIT,2012,5,PIT,PHI,1,1,0,1,0,0,0
2012_05_PHI_PIT,2012,5,PHI,PIT,-1,1,2,1,0,0,2
2012_05_ATL_WAS,2012,5,WAS,ATL,-1,1,2,1,2,0,0
2012_05_ATL_WAS,2012,5,ATL,WAS,-1,1,2,0,1,1,1
2012_05_SEA_CAR,2012,5,CAR,SEA,-1,1,2,1,0,0,2
2012_05_SEA_CAR,2012,5,SEA,CAR,-2,1,3,1,2,0,1
2012_05_CHI_JAX,2012,5,JAX,CHI,-2,1,3,0,2,1,1
2012_05_CHI_JAX,2012,5,CHI,JAX,1,2,1,1,1,1,0
2012_05_TEN_MIN,2012,5,MIN,TEN,-1,1,2,1,2,0,0
2012_05_TEN_MIN,2012,5,TEN,MIN,0,2,2,2,1,0,1
2012_05_DEN_NE,2012,5,NE,DEN,1,2,1,0,0,2,1
2012_05_DEN_NE,2012,5,DEN,NE,-1,2,3,0,0,2,3
2012_05_BUF_SF,2012,5,SF,BUF,0,1,1,1,0,0,1
2012_05_BUF_SF,2012,5,BUF,SF,-2,0,2,0,1,0,1
2012_05_SD_NO,2012,5,NO,LAC,1,2,1,2,1,0,0
2012_05_SD_NO,2012,5,LAC,NO,-2,0,2,0,1,0,1
2012_05_HOU_NYJ,2012,5,NYJ,HOU,-1,1,2,0,2,1,0
2012_05_HOU_NYJ,2012,5,HOU,NYJ,1,2,1,2,1,0,0
2012_06_PIT_TEN,2012,6,TEN,PIT,4,5,1,1,1,4,0
2012_06_PIT_TEN,2012,6,PIT,TEN,2,3,1,2,1,1,0
2012_06_OAK_ATL,2012,6,ATL,LV,1,4,3,2,3,2,0
2012_06_OAK_ATL,2012,6,LV,ATL,-2,1,3,1,1,0,2
2012_06_DAL_BAL,2012,6,BAL,DAL,0,0,0,0,0,0,0
2012_06_DAL_BAL,2012,6,DAL,BAL,-1,0,1,0,1,0,0
2012_06_CIN_CLE,2012,6,CLE,CIN,0,1,1,0,1,1,0
2012_06_CIN_CLE,2012,6,CIN,CLE,-3,1,4,0,3,1,1
2012_06_STL_MIA,2012,6,MIA,LA,1,1,0,0,0,1,0
2012_06_STL_MIA,2012,6,LA,MIA,1,2,1,1,0,1,1
2012_06_IND_NYJ,2012,6,NYJ,IND,1,1,0,1,0,0,0
2012_06_IND_NYJ,2012,6,IND,NYJ,-3,1,4,1,2,0,2
2012_06_DET_PHI,2012,6,PHI,DET,-1,2,3,2,2,0,1
2012_06_DET_PHI,2012,6,DET,PHI,-1,0,1,0,1,0,0
2012_06_KC_TB,2012,6,TB,KC,2,4,2,3,1,1,1
2012_06_KC_TB,2012,6,KC,TB,-2,0,2,0,2,0,0
2012_06_BUF_ARI,2012,6,ARI,BUF,-1,1,2,0,2,1,0
2012_06_BUF_ARI,2012,6,BUF,ARI,-1,1,2,1,1,0,1
2012_06_NE_SEA,2012,6,SEA,NE,-1,1,2,1,0,0,2
2012_06_NE_SEA,2012,6,NE,SEA,2,4,2,2,2,2,0
2012_06_NYG_SF,2012,6,SF,NYG,0,3,3,0,3,3,0
2012_06_NYG_SF,2012,6,NYG,SF,0,0,0,0,0,0,0
2012_06_MIN_WAS,2012,6,WAS,MIN,0,1,1,1,1,0,0
2012_06_MIN_WAS,2012,6,MIN,WAS,-2,1,3,1,2,0,1
2012_06_GB_HOU,2012,6,HOU,GB,-2,1,3,0,3,1,0
2012_06_GB_HOU,2012,6,GB,HOU,3,3,0,1,0,2,0
2012_06_DEN_SD,2012,6,LAC,DEN,-7,0,7,0,4,0,3
2012_06_DEN_SD,2012,6,DEN,LAC,-1,1,2,1,1,0,1
2012_07_SEA_SF,2012,7,SF,SEA,-1,0,1,0,1,0,0
2012_07_SEA_SF,2012,7,SEA,SF,1,2,1,0,1,2,0
2012_07_TEN_BUF,2012,7,BUF,TEN,0,2,2,0,1,2,1
2012_07_TEN_BUF,2012,7,TEN,BUF,1,1,0,1,0,0,0
2012_07_DAL_CAR,2012,7,CAR,DAL,-1,1,2,0,1,1,1
2012_07_DAL_CAR,2012,7,DAL,CAR,2,3,1,3,0,0,1
2012_07_BAL_HOU,2012,7,HOU,BAL,1,1,0,1,0,0,0
2012_07_BAL_HOU,2012,7,BAL,HOU,-2,0,2,0,2,0,0
2012_07_CLE_IND,2012,7,IND,CLE,0,1,1,0,0,1,1
2012_07_CLE_IND,2012,7,CLE,IND,2,2,0,1,0,1,0
2012_07_ARI_MIN,2012,7,MIN,ARI,1,3,2,1,2,2,0
2012_07_ARI_MIN,2012,7,ARI,MIN,0,2,2,2,1,0,1
2012_07_WAS_NYG,2012,7,NYG,WAS,-1,1,2,1,2,0,0
2012_07_WAS_NYG,2012,7,WAS,NYG,-3,1,4,1,1,0,3
2012_07_GB_STL,2012,7,LA,GB,-1,0,1,0,1,0,0
2012_07_GB_STL,2012,7,GB,LA,0,0,0,0,0,0,0
2012_07_NO_TB,2012,7,TB,NO,1,1,0,1,0,0,0
2012_07_NO_TB,2012,7,NO,TB,0,1,1,1,1,0,0
2012_07_NYJ_NE,2012,7,NE,NYJ,0,1,1,1,0,0,1
2012_07_NYJ_NE,2012,7,NYJ,NE,0,2,2,0,1,2,1
2012_07_JAX_OAK,2012,7,LV,JAX,-1,1,2,1,1,0,1
2012_07_JAX_OAK,2012,7,JAX,LV,-2,0,2,0,0,0,2
2012_07_PIT_CIN,2012,7,CIN,PIT,1,2,1,2,1,0,0
2012_07_PIT_CIN,2012,7,PIT,CIN,-2,0,2,0,1,0,1
2012_07_DET_CHI,2012,7,CHI,DET,0,1,1,1,0,0,1
2012_07_DET_CHI,2012,7,DET,CHI,-3,0,3,0,1,0,2
2012_08_TB_MIN,2012,8,MIN,TB,-1,2,3,1,1,1,2
