game_id,season,week,team,passing_tds,rushing_tds,td_special,def_tds,fumble_recovery_tds,passing_2pt_conversions,rushing_2pt_conversions,pat_att,pat_made,fg_att,fg_made,safeties_def,td_off,td_def,td_total,two_pt_att,two_pt_made,two_pt_def,points8,points7,points6,points3,points2,points_total
2011_01_ATL_CHI,2011,1,ATL,0,0,0,1,0,0,0,0,0,2,2,0,0,1,1,1,0,0,0,0,1,2,0,12
2011_01_CIN_CLE,2011,1,CLE,2,0,0,0,0,0,0,2,2,1,1,0,2,0,2,0,0,0,0,2,0,1,0,17
2011_01_CIN_CLE,2011,1,CIN,2,1,0,0,0,0,0,3,3,2,2,0,3,0,3,0,0,0,0,3,0,2,0,27
2011_01_IND_HOU,2011,1,HOU,1,2,1,0,0,0,0,4,4,2,2,0,3,0,4,0,0,0,0,4,0,2,0,34
2011_01_IND_HOU,2011,1,IND,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,7
2011_01_TEN_JAX,2011,1,JAX,0,1,0,0,0,0,0,1,1,3,3,0,1,0,1,0,0,0,0,1,0,3,0,16
2011_01_TEN_JAX,2011,1,TEN,2,0,0,0,0,0,0,2,2,1,0,0,2,0,2,0,0,0,0,2,0,0,0,14
2011_01_BUF_KC,2011,1,KC,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,7
2011_01_BUF_KC,2011,1,BUF,4,1,0,0,0,0,0,5,5,2,2,0,5,0,5,0,0,0,0,5,0,2,0,41
2011_01_PHI_STL,2011,1,LA,0,1,0,0,0,0,0,1,1,3,2,0,1,0,1,0,0,0,0,1,0,2,0,13
2011_01_PHI_STL,2011,1,PHI,2,1,0,0,1,0,0,4,4,1,1,0,3,1,4,0,0,0,0,4,0,1,0,31
2011_01_DET_TB,2011,1,TB,1,0,0,1,0,0,0,2,2,2,2,0,1,1,2,0,0,0,0,2,0,2,0,20
2011_01_DET_TB,2011,1,DET,3,0,0,0,0,0,0,3,3,2,2,0,3,0,3,0,0,0,0,3,0,2,0,27
2011_01_CAR_ARI,2011,1,ARI,2,1,1,0,0,0,0,4,4,1,0,0,3,0,4,0,0,0,0,4,0,0,0,28
2011_01_CAR_ARI,2011,1,CAR,2,1,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,21
2011_01_MIN_SD,2011,1,LAC,2,1,0,0,0,0,0,3,3,1,1,0,3,0,3,0,0,0,0,3,0,1,0,24
2011_01_MIN_SD,2011,1,MIN,1,0,1,0,0,0,0,2,2,1,1,0,1,0,2,0,0,0,0,2,0,1,0,17
2011_01_SEA_SF,2011,1,SF,0,1,2,0,0,0,0,3,3,4,4,0,1,0,3,0,0,0,0,3,0,4,0,33
2011_01_SEA_SF,2011,1,SEA,2,0,0,0,0,0,0,2,2,1,1,0,2,0,2,0,0,0,0,2,0,1,0,17
2011_01_NYG_WAS,2011,1,WAS,2,1,0,1,0,0,0,4,4,1,0,0,3,1,4,0,0,0,0,4,0,0,0,28
2011_01_NYG_WAS,2011,1,NYG,0,2,0,0,0,0,0,2,2,1,0,0,2,0,2,0,0,0,0,2,0,0,0,14
2011_01_DAL_NYJ,2011,1,NYJ,2,0,1,0,0,0,0,3,3,2,2,0,2,0,3,0,0,0,0,3,0,2,0,27
2011_01_DAL_NYJ,2011,1,DAL,2,1,0,0,0,0,0,3,3,1,1,0,3,0,3,0,0,0,0,3,0,1,0,24
2011_01_NE_MIA,2011,1,MIA,2,1,0,0,0,0,0,3,3,1,1,0,3,0,3,0,0,0,0,3,0,1,0,24
2011_01_NE_MIA,2011,1,NE,4,1,0,0,0,0,0,5,5,2,1,0,5,0,5,0,0,0,0,5,0,1,0,38
2011_01_OAK_DEN,2011,1,DEN,1,0,1,0,0,0,0,2,2,3,2,0,1,0,2,0,0,0,0,2,0,2,0,20
2011_01_OAK_DEN,2011,1,LV,1,1,0,0,0,0,0,2,2,3,3,0,2,0,2,0,0,0,0,2,0,3,0,23
2011_02_OAK_BUF,2011,2,BUF,3,2,0,0,0,0,0,5,5,2,1,0,5,0,5,0,0,0,0,5,0,1,0,38
2011_02_OAK_BUF,2011,2,LV,2,3,0,0,0,0,0,5,5,0,0,0,5,0,5,0,0,0,0,5,0,0,0,35
2011_02_GB_CAR,2011,2,CAR,1,1,0,0,0,0,0,2,2,3,3,0,2,0,2,0,0,0,0,2,0,3,0,23
2011_02_GB_CAR,2011,2,GB,2,1,0,0,0,0,0,3,3,3,3,0,3,0,3,0,0,0,0,3,0,3,0,30
2011_02_KC_DET,2011,2,DET,4,2,0,0,0,0,0,6,6,2,2,0,6,0,6,0,0,0,0,6,0,2,0,48
2011_02_KC_DET,2011,2,KC,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,3
2011_02_CLE_IND,2011,2,IND,1,0,0,0,0,0,0,1,1,4,4,0,1,0,1,0,0,0,0,1,0,4,0,19
2011_02_CLE_IND,2011,2,CLE,1,2,0,0,0,0,0,3,3,2,2,0,3,0,3,0,0,0,0,3,0,2,0,27
2011_02_TB_MIN,2011,2,MIN,0,2,0,0,0,0,0,2,2,2,2,0,2,0,2,0,0,0,0,2,0,2,0,20
2011_02_TB_MIN,2011,2,TB,1,2,0,0,0,0,0,3,3,1,1,0,3,0,3,0,0,0,0,3,0,1,0,24
2011_02_CHI_NO,2011,2,NO,3,0,0,0,0,0,0,3,3,3,3,0,3,0,3,0,0,0,0,3,0,3,0,30
2011_02_CHI_NO,2011,2,CHI,1,0,0,0,0,0,0,1,1,2,2,0,1,0,1,0,0,0,0,1,0,2,0,13
2011_02_JAX_NYJ,2011,2,NYJ,2,1,0,0,0,0,0,3,3,3,3,1,3,0,3,0,0,0,0,3,0,3,1,32
2011_02_JAX_NYJ,2011,2,JAX,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3
2011_02_SEA_PIT,2011,2,PIT,1,2,0,0,0,0,0,3,3,2,1,0,3,0,3,0,0,0,0,3,0,1,0,24
2011_02_SEA_PIT,2011,2,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_02_BAL_TEN,2011,2,TEN,1,1,0,0,0,0,0,2,2,5,4,0,2,0,2,0,0,0,0,2,0,4,0,26
2011_02_BAL_TEN,2011,2,BAL,1,0,0,0,0,0,0,1,1,2,2,0,1,0,1,0,0,0,0,1,0,2,0,13
2011_02_ARI_WAS,2011,2,WAS,2,0,0,0,0,0,0,1,1,4,3,0,2,0,2,1,0,0,0,1,1,3,0,22
2011_02_ARI_WAS,2011,2,ARI,2,1,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,21
2011_02_DAL_SF,2011,2,SF,2,1,0,0,0,0,0,3,3,1,1,0,3,0,3,0,0,0,0,3,0,1,0,24
2011_02_DAL_SF,2011,2,DAL,3,0,0,0,0,0,0,3,3,3,2,0,3,0,3,0,0,0,0,3,0,2,0,27
2011_02_CIN_DEN,2011,2,DEN,2,1,0,0,0,0,0,3,3,1,1,0,3,0,3,0,0,0,0,3,0,1,0,24
2011_02_CIN_DEN,2011,2,CIN,2,0,0,0,0,0,0,1,1,3,3,0,2,0,2,1,0,0,0,1,1,3,0,22
2011_02_HOU_MIA,2011,2,MIA,1,0,0,0,0,0,0,1,1,4,2,0,1,0,1,0,0,0,0,1,0,2,0,13
2011_02_HOU_MIA,2011,2,HOU,2,0,0,0,0,0,0,2,2,3,3,0,2,0,2,0,0,0,0,2,0,3,0,23
2011_02_SD_NE,2011,2,NE,3,1,0,0,0,0,1,3,3,2,2,0,4,0,4,1,1,0,1,3,0,2,0,35
2011_02_SD_NE,2011,2,LAC,2,1,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,21
2011_02_PHI_ATL,2011,2,ATL,4,1,0,0,0,0,0,5,5,0,0,0,5,0,5,0,0,0,0,5,0,0,0,35
2011_02_PHI_ATL,2011,2,PHI,2,2,0,0,0,0,0,4,4,2,1,0,4,0,4,0,0,0,0,4,0,1,0,31
2011_02_STL_NYG,2011,2,NYG,2,1,0,0,1,0,0,4,4,0,0,0,3,1,4,0,0,0,0,4,0,0,0,28
2011_02_STL_NYG,2011,2,LA,1,0,0,0,0,0,0,1,1,3,3,0,1,0,1,0,0,0,0,1,0,3,0,16
2011_03_NE_BUF,2011,3,BUF,2,1,0,1,0,0,0,4,4,2,2,0,3,1,4,0,0,0,0,4,0,2,0,34
2011_03_NE_BUF,2011,3,NE,4,0,0,0,0,0,0,4,4,1,1,0,4,0,4,0,0,0,0,4,0,1,0,31
2011_03_JAX_CAR,2011,3,CAR,1,0,0,0,0,1,0,0,0,2,2,1,1,0,1,1,1,0,1,0,0,2,1,16
2011_03_JAX_CAR,2011,3,JAX,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,10
2011_03_SF_CIN,2011,3,CIN,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,1,8
2011_03_SF_CIN,2011,3,SF,0,1,0,0,0,0,0,1,1,2,2,0,1,0,1,0,0,0,0,1,0,2,0,13
2011_03_MIA_CLE,2011,3,CLE,2,0,0,0,0,0,0,2,2,1,1,0,2,0,2,0,0,0,0,2,0,1,0,17
2011_03_MIA_CLE,2011,3,MIA,1,0,0,0,0,0,0,1,1,4,3,0,1,0,1,0,0,0,0,1,0,3,0,16
2011_03_DET_MIN,2011,3,MIN,1,1,0,0,0,0,0,2,2,3,3,0,2,0,2,0,0,0,0,2,0,3,0,23
2011_03_DET_MIN,2011,3,DET,2,0,0,0,0,0,0,2,2,4,4,0,2,0,2,0,0,0,0,2,0,4,0,26
2011_03_HOU_NO,2011,3,NO,3,2,0,0,0,2,0,3,3,1,1,0,5,0,5,2,2,0,2,3,0,1,0,40
2011_03_HOU_NO,2011,3,HOU,3,0,0,0,0,0,0,3,3,4,4,0,3,0,3,0,0,0,0,3,0,4,0,33
2011_03_NYG_PHI,2011,3,PHI,0,1,0,0,0,0,0,1,1,3,3,0,1,0,1,0,0,0,0,1,0,3,0,16
2011_03_NYG_PHI,2011,3,NYG,4,0,0,0,0,0,1,3,3,0,0,0,4,0,4,1,1,0,1,3,0,0,0,29
2011_03_DEN_TEN,2011,3,TEN,2,0,0,0,0,0,0,2,2,1,1,0,2,0,2,0,0,0,0,2,0,1,0,17
2011_03_DEN_TEN,2011,3,DEN,2,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,14
2011_03_NYJ_OAK,2011,3,LV,0,4,0,0,0,0,0,4,4,3,2,0,4,0,4,0,0,0,0,4,0,2,0,34
2011_03_NYJ_OAK,2011,3,NYJ,2,1,0,0,0,0,0,3,3,1,1,0,3,0,3,0,0,0,0,3,0,1,0,24
2011_03_KC_SD,2011,3,LAC,0,2,0,0,0,0,0,2,2,2,2,0,2,0,2,0,0,0,0,2,0,2,0,20
2011_03_KC_SD,2011,3,KC,2,0,0,0,0,0,0,2,2,2,1,0,2,0,2,0,0,0,0,2,0,1,0,17
2011_03_BAL_STL,2011,3,LA,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,7
2011_03_BAL_STL,2011,3,BAL,3,0,0,0,1,0,0,4,4,5,3,0,3,1,4,0,0,0,0,4,0,3,0,37
2011_03_GB_CHI,2011,3,CHI,2,0,0,0,0,0,0,2,2,1,1,0,2,0,2,0,0,0,0,2,0,1,0,17
2011_03_GB_CHI,2011,3,GB,3,0,0,0,0,0,0,3,3,2,2,0,3,0,3,0,0,0,0,3,0,2,0,27
2011_03_ARI_SEA,2011,3,SEA,0,1,0,0,0,0,0,1,1,2,2,0,1,0,1,0,0,0,0,1,0,2,0,13
2011_03_ARI_SEA,2011,3,ARI,1,0,0,0,0,0,0,1,1,3,1,0,1,0,1,0,0,0,0,1,0,1,0,10
2011_03_ATL_TB,2011,3,TB,0,1,0,0,0,0,0,1,1,3,3,0,1,0,1,0,0,0,0,1,0,3,0,16
2011_03_ATL_TB,2011,3,ATL,1,0,0,0,0,0,0,1,1,2,2,0,1,0,1,0,0,0,0,1,0,2,0,13
2011_03_PIT_IND,2011,3,IND,0,1,0,0,1,0,0,2,2,2,2,0,1,1,2,0,0,0,0,2,0,2,0,20
2011_03_PIT_IND,2011,3,PIT,1,0,0,0,1,0,0,2,2,4,3,0,1,1,2,0,0,0,0,2,0,3,0,23
2011_03_WAS_DAL,2011,3,DAL,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,6,0,18
2011_03_WAS_DAL,2011,3,WAS,1,0,0,0,0,0,0,1,1,4,3,0,1,0,1,0,0,0,0,1,0,3,0,16
2011_04_CAR_CHI,2011,4,CHI,0,2,1,1,0,0,0,4,4,2,2,0,2,1,4,0,0,0,0,4,0,2,0,34
2011_04_CAR_CHI,2011,4,CAR,1,2,0,0,0,0,0,2,2,5,3,0,3,0,3,1,0,0,0,2,1,3,0,29
2011_04_BUF_CIN,2011,4,CIN,1,1,0,0,0,0,0,2,2,3,3,0,2,0,2,0,0,0,0,2,0,3,0,23
2011_04_BUF_CIN,2011,4,BUF,0,1,0,1,0,0,0,2,2,2,2,0,1,1,2,0,0,0,0,2,0,2,0,20
2011_04_TEN_CLE,2011,4,CLE,1,0,0,0,0,0,0,1,1,2,2,0,1,0,1,0,0,0,0,1,0,2,0,13
2011_04_TEN_CLE,2011,4,TEN,3,0,0,1,0,0,0,4,4,1,1,0,3,1,4,0,0,0,0,4,0,1,0,31
2011_04_DET_DAL,2011,4,DAL,3,0,0,0,0,0,0,3,3,3,3,0,3,0,3,0,0,0,0,3,0,3,0,30
2011_04_DET_DAL,2011,4,DET,2,0,0,2,0,0,0,4,4,2,2,0,2,2,4,0,0,0,0,4,0,2,0,34
2011_04_PIT_HOU,2011,4,HOU,1,1,0,0,0,0,0,2,2,1,1,0,2,0,2,0,0,0,0,2,0,1,0,17
2011_04_PIT_HOU,2011,4,PIT,0,1,0,0,0,0,0,1,1,2,1,0,1,0,1,0,0,0,0,1,0,1,0,10
2011_04_NO_JAX,2011,4,JAX,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,10
2011_04_NO_JAX,2011,4,NO,1,1,0,0,0,0,0,2,2,5,3,0,2,0,2,0,0,0,0,2,0,3,0,23
2011_04_MIN_KC,2011,4,KC,1,0,0,0,0,0,0,1,1,5,5,0,1,0,1,0,0,0,0,1,0,5,0,22
2011_04_MIN_KC,2011,4,MIN,2,0,0,0,0,0,0,2,2,1,1,0,2,0,2,0,0,0,0,2,0,1,0,17
2011_04_SF_PHI,2011,4,PHI,2,0,0,0,0,0,0,2,2,5,3,0,2,0,2,0,0,0,0,2,0,3,0,23
2011_04_SF_PHI,2011,4,SF,2,1,0,0,0,0,0,3,3,3,1,0,3,0,3,0,0,0,0,3,0,1,0,24
2011_04_WAS_STL,2011,4,LA,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,10
2011_04_WAS_STL,2011,4,WAS,1,1,0,0,0,0,0,2,2,1,1,0,2,0,2,0,0,0,0,2,0,1,0,17
2011_04_NYG_ARI,2011,4,ARI,0,3,0,0,0,0,0,3,3,2,2,0,3,0,3,0,0,0,0,3,0,2,0,27
2011_04_NYG_ARI,2011,4,NYG,2,2,0,0,0,0,0,4,4,1,1,0,4,0,4,0,0,0,0,4,0,1,0,31
2011_04_ATL_SEA,2011,4,SEA,3,1,0,0,0,0,0,4,4,1,0,0,4,0,4,0,0,0,0,4,0,0,0,28
2011_04_ATL_SEA,2011,4,ATL,1,2,0,0,0,0,0,3,3,3,3,0,3,0,3,0,0,0,0,3,0,3,0,30
2011_04_DEN_GB,2011,4,GB,4,2,0,1,0,0,0,7,7,0,0,0,6,1,7,0,0,0,0,7,0,0,0,49
2011_04_DEN_GB,2011,4,DEN,3,0,0,0,0,0,0,2,2,1,1,0,3,0,3,1,0,0,0,2,1,1,0,23
2011_04_NE_OAK,2011,4,LV,1,1,0,0,0,0,0,1,1,2,2,0,2,0,2,1,0,0,0,1,1,2,0,19
2011_04_NE_OAK,2011,4,NE,2,2,0,0,0,0,0,4,4,1,1,0,4,0,4,0,0,0,0,4,0,1,0,31
2011_04_MIA_SD,2011,4,LAC,1,1,0,0,0,0,0,2,2,4,4,0,2,0,2,0,0,0,0,2,0,4,0,26
2011_04_MIA_SD,2011,4,MIA,0,1,0,0,0,0,0,1,1,3,3,0,1,0,1,0,0,0,0,1,0,3,0,16
2011_04_NYJ_BAL,2011,4,BAL,0,1,0,1,2,0,0,4,4,2,2,0,1,3,4,0,0,0,0,4,0,2,0,34
2011_04_NYJ_BAL,2011,4,NYJ,0,0,1,1,0,0,0,2,2,1,1,0,0,1,2,0,0,0,0,2,0,1,0,17
2011_04_IND_TB,2011,4,TB,1,2,0,0,0,0,0,3,3,2,1,0,3,0,3,0,0,0,0,3,0,1,0,24
2011_04_IND_TB,2011,4,IND,2,0,0,0,0,0,0,2,2,2,1,0,2,0,2,0,0,0,0,2,0,1,0,17
2011_05_PHI_BUF,2011,5,BUF,1,2,0,1,0,0,0,4,4,1,1,0,3,1,4,0,0,0,0,4,0,1,0,31
2011_05_PHI_BUF,2011,5,PHI,2,1,0,0,0,0,0,3,3,1,1,0,3,0,3,0,0,0,0,3,0,1,0,24
2011_05_NO_CAR,2011,5,CAR,2,2,0,0,0,0,0,4,3,0,0,0,4,0,4,0,0,0,0,3,1,0,0,27
2011_05_NO_CAR,2011,5,NO,2,1,0,0,0,0,0,3,3,3,3,0,3,0,3,0,0,0,0,3,0,3,0,30
2011_05_OAK_HOU,2011,5,HOU,2,0,0,0,0,0,0,2,2,3,2,0,2,0,2,0,0,0,0,2,0,2,0,20
2011_05_OAK_HOU,2011,5,LV,2,0,0,0,0,0,0,1,1,4,4,0,2,0,2,1,0,0,0,1,1,4,0,25
2011_05_KC_IND,2011,5,IND,2,1,0,0,0,0,0,3,3,1,1,0,3,0,3,0,0,0,0,3,0,1,0,24
2011_05_KC_IND,2011,5,KC,4,0,0,0,0,0,0,4,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,28
2011_05_CIN_JAX,2011,5,JAX,1,1,0,0,0,0,0,2,2,2,2,0,2,0,2,0,0,0,0,2,0,2,0,20
2011_05_CIN_JAX,2011,5,CIN,2,1,0,0,1,0,0,4,3,1,1,0,3,1,4,0,0,0,0,3,1,1,0,30
2011_05_ARI_MIN,2011,5,MIN,0,4,0,0,0,0,0,4,4,3,2,0,4,0,4,0,0,0,0,4,0,2,0,34
2011_05_ARI_MIN,2011,5,ARI,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,10
2011_05_SEA_NYG,2011,5,NYG,3,0,0,0,0,0,1,2,2,1,1,0,3,0,3,1,1,0,1,2,0,1,0,25
2011_05_SEA_NYG,2011,5,SEA,2,1,0,1,0,0,0,4,4,2,2,1,3,1,4,0,0,0,0,4,0,2,1,36
2011_05_TEN_PIT,2011,5,PIT,5,0,0,0,0,0,0,5,5,1,1,0,5,0,5,0,0,0,0,5,0,1,0,38
2011_05_TEN_PIT,2011,5,TEN,1,1,0,0,0,0,0,2,2,1,1,0,2,0,2,0,0,0,0,2,0,1,0,17
2011_05_TB_SF,2011,5,SF,3,2,0,1,0,0,0,6,6,2,2,0,5,1,6,0,0,0,0,6,0,2,0,48
2011_05_TB_SF,2011,5,TB,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3
2011_05_SD_DEN,2011,5,DEN,1,1,0,1,0,0,1,1,1,1,1,0,2,1,3,2,1,0,1,1,1,1,0,24
2011_05_SD_DEN,2011,5,LAC,1,1,0,0,0,0,0,2,2,5,5,0,2,0,2,0,0,0,0,2,0,5,0,29
2011_05_NYJ_NE,2011,5,NE,1,2,0,0,0,0,0,3,3,3,3,0,3,0,3,0,0,0,0,3,0,3,0,30
2011_05_NYJ_NE,2011,5,NYJ,2,1,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,21
2011_05_GB_ATL,2011,5,ATL,1,1,0,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,14
2011_05_GB_ATL,2011,5,GB,2,0,0,0,0,0,0,1,1,4,4,0,2,0,2,1,0,0,0,1,1,4,0,25
2011_05_CHI_DET,2011,5,DET,2,1,0,0,0,0,0,3,3,1,1,0,3,0,3,0,0,0,0,3,0,1,0,24
2011_05_CHI_DET,2011,5,CHI,1,0,0,0,0,0,0,1,1,2,2,0,1,0,1,0,0,0,0,1,0,2,0,13
2011_06_CAR_ATL,2011,6,ATL,1,3,0,0,0,0,0,4,4,1,1,0,4,0,4,0,0,0,0,4,0,1,0,31
2011_06_CAR_ATL,2011,6,CAR,0,2,0,0,0,0,0,2,2,1,1,0,2,0,2,0,0,0,0,2,0,1,0,17
2011_06_IND_CIN,2011,6,CIN,1,1,0,0,1,0,0,3,3,3,2,0,2,1,3,0,0,0,0,3,0,2,0,27
2011_06_IND_CIN,2011,6,IND,1,1,0,0,0,0,0,2,2,2,1,0,2,0,2,0,0,0,0,2,0,1,0,17
2011_06_SF_DET,2011,6,DET,2,0,0,0,0,0,0,1,1,3,2,0,2,0,2,1,0,0,0,1,1,2,0,19
2011_06_SF_DET,2011,6,SF,1,1,0,0,0,0,0,2,2,3,3,1,2,0,2,0,0,0,0,2,0,3,1,25
2011_06_STL_GB,2011,6,GB,3,0,0,0,0,0,0,3,3,1,1,0,3,0,3,0,0,0,0,3,0,1,0,24
2011_06_STL_GB,2011,6,LA,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,3
2011_06_BUF_NYG,2011,6,NYG,0,3,0,0,0,0,0,3,3,3,2,0,3,0,3,0,0,0,0,3,0,2,0,27
2011_06_BUF_NYG,2011,6,BUF,2,1,0,0,0,0,0,3,3,1,1,0,3,0,3,0,0,0,0,3,0,1,0,24
2011_06_JAX_PIT,2011,6,PIT,1,1,0,0,0,0,0,2,2,2,1,0,2,0,2,0,0,0,0,2,0,1,0,17
2011_06_JAX_PIT,2011,6,JAX,1,0,0,0,0,0,0,1,1,2,2,0,1,0,1,0,0,0,0,1,0,2,0,13
2011_06_PHI_WAS,2011,6,WAS,0,1,0,0,0,0,0,1,1,2,2,0,1,0,1,0,0,0,0,1,0,2,0,13
2011_06_PHI_WAS,2011,6,PHI,1,1,0,0,0,0,0,2,2,2,2,0,2,0,2,0,0,0,0,2,0,2,0,20
2011_06_HOU_BAL,2011,6,BAL,0,2,0,0,0,0,0,2,2,5,5,0,2,0,2,0,0,0,0,2,0,5,0,29
2011_06_HOU_BAL,2011,6,HOU,1,0,0,0,1,0,0,2,2,0,0,0,1,1,2,0,0,0,0,2,0,0,0,14
2011_06_CLE_OAK,2011,6,LV,1,1,1,0,0,0,0,3,3,1,1,0,2,0,3,0,0,0,0,3,0,1,0,24
2011_06_CLE_OAK,2011,6,CLE,2,0,0,0,0,0,0,2,2,1,1,0,2,0,2,0,0,0,0,2,0,1,0,17
2011_06_DAL_NE,2011,6,NE,2,0,0,0,0,0,0,2,2,2,2,0,2,0,2,0,0,0,0,2,0,2,0,20
2011_06_DAL_NE,2011,6,DAL,1,0,0,0,0,0,0,1,1,3,3,0,1,0,1,0,0,0,0,1,0,3,0,16
2011_06_NO_TB,2011,6,TB,2,0,0,0,0,0,0,2,2,5,4,0,2,0,2,0,0,0,0,2,0,4,0,26
2011_06_NO_TB,2011,6,NO,1,1,0,0,0,0,0,2,2,2,2,0,2,0,2,0,0,0,0,2,0,2,0,20
2011_06_MIN_CHI,2011,6,CHI,2,1,1,0,0,0,0,4,4,3,3,1,3,0,4,0,0,0,0,4,0,3,1,39
2011_06_MIN_CHI,2011,6,MIN,0,1,0,0,0,0,0,1,1,2,1,0,1,0,1,0,0,0,0,1,0,1,0,10
2011_06_MIA_NYJ,2011,6,NYJ,1,1,0,1,0,0,0,3,3,1,1,0,2,1,3,0,0,0,0,3,0,1,0,24
2011_06_MIA_NYJ,2011,6,MIA,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,6
2011_07_WAS_CAR,2011,7,CAR,1,2,0,0,0,0,0,3,3,4,4,0,3,0,3,0,0,0,0,3,0,4,0,33
2011_07_WAS_CAR,2011,7,WAS,1,1,0,0,0,0,0,2,2,2,2,0,2,0,2,0,0,0,0,2,0,2,0,20
2011_07_SEA_CLE,2011,7,CLE,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,2,0,6
2011_07_SEA_CLE,2011,7,SEA,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3
2011_07_ATL_DET,2011,7,DET,1,0,0,0,0,0,0,1,1,3,3,0,1,0,1,0,0,0,0,1,0,3,0,16
2011_07_ATL_DET,2011,7,ATL,1,1,0,0,0,0,0,2,2,3,3,0,2,0,2,0,0,0,0,2,0,3,0,23
2011_07_DEN_MIA,2011,7,MIA,1,0,0,0,0,0,0,0,0,3,3,0,1,0,1,1,0,0,0,0,1,3,0,15
2011_07_DEN_MIA,2011,7,DEN,2,0,0,0,0,0,1,1,1,3,1,0,2,0,2,1,1,0,1,1,0,1,0,18
2011_07_SD_NYJ,2011,7,NYJ,3,0,0,0,0,0,0,3,3,2,2,0,3,0,3,0,0,0,0,3,0,2,0,27
2011_07_SD_NYJ,2011,7,LAC,1,1,0,0,1,0,0,3,3,0,0,0,2,1,3,0,0,0,0,3,0,0,0,21
2011_07_CHI_TB,2011,7,TB,2,0,0,0,0,0,0,1,1,1,1,1,2,0,2,1,0,0,0,1,1,1,1,18
2011_07_CHI_TB,2011,7,CHI,1,2,0,0,0,0,0,3,3,2,1,0,3,0,3,0,0,0,0,3,0,1,0,24
2011_07_HOU_TEN,2011,7,TEN,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,7
2011_07_HOU_TEN,2011,7,HOU,2,2,0,1,0,0,0,5,5,2,2,0,4,1,5,0,0,0,0,5,0,2,0,41
2011_07_PIT_ARI,2011,7,ARI,2,1,0,0,0,0,0,2,2,0,0,0,3,0,3,1,0,0,0,2,1,0,0,20
2011_07_PIT_ARI,2011,7,PIT,3,0,0,0,0,0,0,3,3,3,3,1,3,0,3,0,0,0,0,3,0,3,1,32
2011_07_KC_OAK,2011,7,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_07_KC_OAK,2011,7,KC,0,2,0,2,0,0,0,4,4,0,0,0,2,2,4,0,0,0,0,4,0,0,0,28
2011_07_STL_DAL,2011,7,DAL,2,2,0,0,0,0,0,4,4,2,2,0,4,0,4,0,0,0,0,4,0,2,0,34
2011_07_STL_DAL,2011,7,LA,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,7
2011_07_GB_MIN,2011,7,MIN,2,1,0,0,0,0,0,3,3,2,2,0,3,0,3,0,0,0,0,3,0,2,0,27
2011_07_GB_MIN,2011,7,GB,3,0,0,0,0,0,0,3,3,4,4,0,3,0,3,0,0,0,0,3,0,4,0,33
2011_07_IND_NO,2011,7,NO,5,2,0,1,0,0,0,8,8,2,2,0,7,1,8,0,0,0,0,8,0,2,0,62
2011_07_IND_NO,2011,7,IND,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,7
2011_07_BAL_JAX,2011,7,JAX,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,12
